locus_tag	ftype	length_bp	gene	EC_number	COG	product
BEPCNDDL_00714	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
BEPCNDDL_00715	CDS	669	ecpB			putative fimbrial chaperone EcpB
BEPCNDDL_00716	CDS	2538	ecpC			putative outer membrane usher protein EcpC
BEPCNDDL_00717	CDS	1635	ecpD			Fimbria adhesin EcpD
BEPCNDDL_00718	CDS	666	ecpE			putative fimbrial chaperone EcpE
BEPCNDDL_00719	CDS	1467	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
BEPCNDDL_00720	CDS	714	walR		COG0745	Transcriptional regulatory protein WalR
BEPCNDDL_00721	CDS	612	yedZ1_2		COG4117	Putative protein-methionine-sulfoxide reductase subunit YedZ1
BEPCNDDL_00722	CDS	789	yedY1_2		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
BEPCNDDL_00723	CDS	321	mrpX			Methionine-rich peptide X
BEPCNDDL_00724	CDS	471	rclC		COG3059	Inner membrane protein RclC
BEPCNDDL_00725	CDS	2040	betT		COG1292	High-affinity choline transport protein
BEPCNDDL_00726	CDS	582	betI_2		COG1309	HTH-type transcriptional regulator BetI
BEPCNDDL_00727	CDS	1473	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
BEPCNDDL_00728	CDS	1668	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
BEPCNDDL_00729	CDS	1623				hypothetical protein
BEPCNDDL_00730	CDS	591				hypothetical protein
BEPCNDDL_00731	CDS	717	pdeH_2	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
BEPCNDDL_00732	CDS	108				hypothetical protein
BEPCNDDL_00733	CDS	528	fimA			Type-1 fimbrial protein, A chain
BEPCNDDL_00734	CDS	684	yadV			putative fimbrial chaperone YadV
BEPCNDDL_00735	CDS	2616	fimD_1		COG3188	Outer membrane usher protein FimD
BEPCNDDL_00736	CDS	1044				hypothetical protein
BEPCNDDL_00737	CDS	459	rhaR_2			HTH-type transcriptional activator RhaR
BEPCNDDL_00738	CDS	1578	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
BEPCNDDL_00739	CDS	633				hypothetical protein
BEPCNDDL_00740	CDS	1428	phoA	3.1.3.1	COG1785	Alkaline phosphatase
BEPCNDDL_00741	CDS	708	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
BEPCNDDL_00742	CDS	684				hypothetical protein
BEPCNDDL_00743	CDS	348				hypothetical protein
BEPCNDDL_00744	CDS	495				hypothetical protein
BEPCNDDL_00745	CDS	471	cynS	4.2.1.104	COG1513	Cyanate hydratase
BEPCNDDL_00746	CDS	654	cynT_1	4.2.1.1	COG0288	Carbonic anhydrase 1
BEPCNDDL_00747	CDS	903	cynR_1			HTH-type transcriptional regulator CynR
BEPCNDDL_00748	CDS	417				hypothetical protein
BEPCNDDL_00749	CDS	1593	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
BEPCNDDL_00750	CDS	756	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
BEPCNDDL_00751	CDS	1239	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
BEPCNDDL_00752	CDS	537				hypothetical protein
BEPCNDDL_00753	CDS	957	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
BEPCNDDL_00754	CDS	1878	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
BEPCNDDL_00755	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
BEPCNDDL_00756	CDS	921	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
BEPCNDDL_00757	CDS	909	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
BEPCNDDL_00758	CDS	228				hypothetical protein
BEPCNDDL_00759	CDS	345				hypothetical protein
BEPCNDDL_00760	CDS	192				hypothetical protein
BEPCNDDL_00761	CDS	843	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
BEPCNDDL_00762	CDS	1128	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
BEPCNDDL_00763	CDS	918	gltR_1		COG0583	HTH-type transcriptional regulator GltR
BEPCNDDL_00764	CDS	1158				hypothetical protein
BEPCNDDL_00765	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
BEPCNDDL_00766	CDS	1182				hypothetical protein
BEPCNDDL_00767	CDS	1038	galS		COG1609	HTH-type transcriptional regulator GalS
BEPCNDDL_00768	CDS	993	mglB_1		COG1879	D-galactose-binding periplasmic protein
BEPCNDDL_00769	CDS	1509	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
BEPCNDDL_00770	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
BEPCNDDL_00771	CDS	738				hypothetical protein
BEPCNDDL_00772	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
BEPCNDDL_00773	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
BEPCNDDL_00774	CDS	696	yohK_1		COG1346	Inner membrane protein YohK
BEPCNDDL_00775	CDS	408				hypothetical protein
BEPCNDDL_00776	CDS	1224	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
BEPCNDDL_00777	CDS	2028	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
BEPCNDDL_00778	CDS	1113	apbC		COG0489	Iron-sulfur cluster carrier protein
BEPCNDDL_00779	CDS	630				hypothetical protein
BEPCNDDL_00780	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
BEPCNDDL_00781	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
BEPCNDDL_00782	CDS	1836				hypothetical protein
BEPCNDDL_00783	CDS	1359	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
BEPCNDDL_00784	CDS	1587				hypothetical protein
BEPCNDDL_00785	CDS	900	galU_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
BEPCNDDL_00786	CDS	894	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
BEPCNDDL_00787	CDS	1137				hypothetical protein
BEPCNDDL_00788	CDS	435	amsI	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase AmsI
BEPCNDDL_00789	CDS	2178	wzc_1	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
BEPCNDDL_00790	CDS	1446				hypothetical protein
BEPCNDDL_00791	CDS	1077				hypothetical protein
BEPCNDDL_00792	CDS	1170				hypothetical protein
BEPCNDDL_00793	CDS	1059	pglJ_1	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
BEPCNDDL_00794	CDS	1173				hypothetical protein
BEPCNDDL_00795	CDS	1329				hypothetical protein
BEPCNDDL_00796	CDS	1071	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BEPCNDDL_00797	CDS	1080	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BEPCNDDL_00798	CDS	1434				hypothetical protein
BEPCNDDL_00799	CDS	1281				hypothetical protein
BEPCNDDL_00800	CDS	3009				hypothetical protein
BEPCNDDL_00801	CDS	1644	prsD			Type I secretion system ATP-binding protein PrsD
BEPCNDDL_00802	CDS	1332	prsE			Type I secretion system membrane fusion protein PrsE
BEPCNDDL_00803	CDS	1380	tolC_1		COG1538	Outer membrane protein TolC
BEPCNDDL_00804	CDS	1425	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
BEPCNDDL_00805	CDS	1368	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
BEPCNDDL_00806	CDS	1023	galE_3	5.1.3.2	COG1087	UDP-glucose 4-epimerase
BEPCNDDL_00807	CDS	888	galU_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
BEPCNDDL_00808	CDS	768	tagG		COG1682	Teichoic acid translocation permease protein TagG
BEPCNDDL_00809	CDS	741	tagH	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
BEPCNDDL_00810	CDS	1899				hypothetical protein
BEPCNDDL_00811	CDS	1158	rfbD	5.4.99.9		UDP-galactopyranose mutase
BEPCNDDL_00812	CDS	897				hypothetical protein
BEPCNDDL_00813	CDS	1143	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
BEPCNDDL_00814	CDS	1092				hypothetical protein
BEPCNDDL_00815	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
BEPCNDDL_00816	CDS	846				hypothetical protein
BEPCNDDL_00817	CDS	1944				hypothetical protein
BEPCNDDL_00818	CDS	615	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
BEPCNDDL_00819	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
BEPCNDDL_00820	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
BEPCNDDL_00821	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
BEPCNDDL_00822	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
BEPCNDDL_00823	CDS	1089	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
BEPCNDDL_00824	CDS	1308	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
BEPCNDDL_00825	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
BEPCNDDL_00826	CDS	825	yeeZ		COG0451	Protein YeeZ
BEPCNDDL_00827	CDS	942	hdfR_3			HTH-type transcriptional regulator HdfR
BEPCNDDL_00828	CDS	933	gbuA	3.5.3.7	COG0010	Guanidinobutyrase
BEPCNDDL_00829	CDS	1383	putP_1			Sodium/proline symporter
BEPCNDDL_00830	CDS	981	corA_1		COG0598	Cobalt/magnesium transport protein CorA
BEPCNDDL_00831	CDS	420		2.3.1.-		Acetyltransferase
BEPCNDDL_00832	CDS	1146	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
BEPCNDDL_00833	CDS	621	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GstB
BEPCNDDL_00834	CDS	657		3.1.3.-	COG0560	putative phosphatase
BEPCNDDL_00835	CDS	1020	vldW	1.14.11.52		Validamycin A dioxygenase
BEPCNDDL_00836	CDS	1146	metC_1	4.4.1.13	COG0626	Cystathionine beta-lyase
BEPCNDDL_00837	CDS	1368	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
BEPCNDDL_00838	CDS	1206	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
BEPCNDDL_00839	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
BEPCNDDL_00840	CDS	1296	sdaC_1		COG0814	Serine transporter
BEPCNDDL_00841	CDS	765	deoR		COG1349	Deoxyribose operon repressor
BEPCNDDL_00842	CDS	681	deoC1	4.1.2.4		Deoxyribose-phosphate aldolase 1
BEPCNDDL_00843	CDS	840				hypothetical protein
BEPCNDDL_00844	CDS	609	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
BEPCNDDL_00845	CDS	735				hypothetical protein
BEPCNDDL_00846	CDS	849	mtnN_1	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
BEPCNDDL_00847	CDS	513	eco			Ecotin
BEPCNDDL_00848	CDS	969	psdht	4.2.1.-		Phenylserine dehydratase
BEPCNDDL_00849	CDS	1689	aspT_1			Aspartate/alanine antiporter
BEPCNDDL_00850	CDS	390	ybjM			Inner membrane protein YbjM
BEPCNDDL_00851	CDS	264	grxA		COG0695	Glutaredoxin 1
BEPCNDDL_00852	CDS	306				hypothetical protein
BEPCNDDL_00853	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
BEPCNDDL_00854	CDS	480	ybjN			putative protein YbjN
BEPCNDDL_00855	CDS	1110	potF		COG0687	Putrescine-binding periplasmic protein
BEPCNDDL_00856	CDS	1134	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
BEPCNDDL_00857	CDS	966	potH		COG1176	Putrescine transport system permease protein PotH
BEPCNDDL_00858	CDS	846	ydcV_1			Inner membrane ABC transporter permease protein YdcV
BEPCNDDL_00859	CDS	480	ybjO			Inner membrane protein YbjO
BEPCNDDL_00860	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
BEPCNDDL_00861	CDS	735	artJ_1		COG0834	ABC transporter arginine-binding protein 1
BEPCNDDL_00862	CDS	669	artM_2		COG4160	Arginine ABC transporter permease protein ArtM
BEPCNDDL_00863	CDS	717	artQ_1		COG4215	Arginine ABC transporter permease protein ArtQ
BEPCNDDL_00864	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
BEPCNDDL_00865	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
BEPCNDDL_00866	CDS	549	ybjP			putative lipoprotein YbjP
BEPCNDDL_00867	CDS	324				hypothetical protein
BEPCNDDL_00868	CDS	1518				hypothetical protein
BEPCNDDL_00869	CDS	837	amiD_1	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
BEPCNDDL_00870	CDS	1011	oleD_1	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
BEPCNDDL_00871	CDS	1440				hypothetical protein
BEPCNDDL_00872	CDS	438				hypothetical protein
BEPCNDDL_00873	CDS	1017	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
BEPCNDDL_00874	CDS	1737	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
BEPCNDDL_00875	CDS	1005	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
BEPCNDDL_00876	CDS	1650	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
BEPCNDDL_00877	CDS	897	lysO		COG2431	Lysine exporter LysO
BEPCNDDL_00878	CDS	1665				hypothetical protein
BEPCNDDL_00879	CDS	969				hypothetical protein
BEPCNDDL_00880	CDS	1116	macA_1		COG0845	Macrolide export protein MacA
BEPCNDDL_00881	CDS	1947	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
BEPCNDDL_00882	CDS	222	cspD		COG1278	Cold shock-like protein CspD
BEPCNDDL_00883	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
BEPCNDDL_00884	CDS	2280	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
BEPCNDDL_00885	CDS	219	infA		COG0361	Translation initiation factor IF-1
BEPCNDDL_00886	CDS	726	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
BEPCNDDL_00887	CDS	1737	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BEPCNDDL_00888	CDS	1869	cydD		COG4988	ATP-binding/permease protein CydD
BEPCNDDL_00889	CDS	618	gstB_3	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
BEPCNDDL_00890	CDS	888	cynR_2			HTH-type transcriptional regulator CynR
BEPCNDDL_00891	CDS	972	trxB	1.8.1.9	COG0492	Thioredoxin reductase
BEPCNDDL_00892	CDS	495	lrp_1		COG1522	Leucine-responsive regulatory protein
BEPCNDDL_00893	CDS	3576				hypothetical protein
BEPCNDDL_00894	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
BEPCNDDL_00895	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
BEPCNDDL_00896	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
BEPCNDDL_00897	CDS	2454	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
BEPCNDDL_00898	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
BEPCNDDL_00899	CDS	861	dmsC		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
BEPCNDDL_00900	CDS	618	dmsD		COG3381	Tat proofreading chaperone DmsD
BEPCNDDL_00901	CDS	150				hypothetical protein
BEPCNDDL_00902	CDS	1146	ycaD_1			putative MFS-type transporter YcaD
BEPCNDDL_00903	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
BEPCNDDL_00904	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
BEPCNDDL_00905	CDS	861	focA_1		COG2116	putative formate transporter 1
BEPCNDDL_00906	CDS	1764	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
BEPCNDDL_00907	CDS	1047	ansB_1	3.5.1.1	COG0252	L-asparaginase 2
BEPCNDDL_00908	CDS	1086	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
BEPCNDDL_00909	CDS	1287	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
BEPCNDDL_00910	CDS	690	cmk	2.7.4.25		Cytidylate kinase
BEPCNDDL_00911	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
BEPCNDDL_00912	CDS	285	ihfB		COG0776	Integration host factor subunit beta
BEPCNDDL_00913	CDS	2124				hypothetical protein
BEPCNDDL_00914	CDS	1749	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
BEPCNDDL_00915	CDS	981	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
BEPCNDDL_00916	CDS	1407			COG5383	putative protein
BEPCNDDL_00917	CDS	210	cspE_2			Cold shock-like protein CspE
BEPCNDDL_00918	CDS	222	cspE_3			Cold shock-like protein CspE
BEPCNDDL_00919	CDS	1227				hypothetical protein
BEPCNDDL_00920	CDS	183				hypothetical protein
BEPCNDDL_00921	CDS	750	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
BEPCNDDL_00922	CDS	897				hypothetical protein
BEPCNDDL_00923	CDS	774				hypothetical protein
BEPCNDDL_00924	CDS	786	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
BEPCNDDL_00925	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
BEPCNDDL_00926	CDS	729	mukE		COG3095	Chromosome partition protein MukE
BEPCNDDL_00927	CDS	4452	mukB		COG3096	Chromosome partition protein MukB
BEPCNDDL_00928	CDS	1608	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
BEPCNDDL_00929	CDS	549				hypothetical protein
BEPCNDDL_00930	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
BEPCNDDL_00931	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
BEPCNDDL_00932	CDS	1125	ompN		COG3203	Outer membrane porin N
BEPCNDDL_00933	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
BEPCNDDL_00934	CDS	1206	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
BEPCNDDL_00935	CDS	1701				hypothetical protein
BEPCNDDL_00936	CDS	2616	pepN	3.4.11.2	COG0308	Aminopeptidase N
BEPCNDDL_00937	CDS	777	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
BEPCNDDL_00938	CDS	795	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
BEPCNDDL_00939	CDS	1149	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
BEPCNDDL_00940	CDS	966	ssuA			Putative aliphatic sulfonates-binding protein
BEPCNDDL_00941	CDS	579	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
BEPCNDDL_00942	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
BEPCNDDL_00943	CDS	549	zapC			Cell division protein ZapC
BEPCNDDL_00944	CDS	1104	ycbX		COG0633	putative protein YcbX
BEPCNDDL_00945	CDS	2157	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
BEPCNDDL_00946	CDS	1905	uup_1		COG0488	ABC transporter ATP-binding protein uup
BEPCNDDL_00947	CDS	1317	pqiA		COG2995	Intermembrane transport protein PqiA
BEPCNDDL_00948	CDS	1644	pqiB		COG3008	Intermembrane transport protein PqiB
BEPCNDDL_00949	CDS	558	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
BEPCNDDL_00950	CDS	171	rmf		COG3130	Ribosome modulation factor
BEPCNDDL_00951	CDS	1269	fabF_3	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
BEPCNDDL_00952	CDS	528				hypothetical protein
BEPCNDDL_00953	CDS	519	fabA	4.2.1.59		3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
BEPCNDDL_00954	CDS	1773	lon_2	3.4.21.53		Lon protease
BEPCNDDL_00955	CDS	459	matP		COG3120	Macrodomain Ter protein
BEPCNDDL_00956	CDS	1077	ompA			Outer membrane protein A
BEPCNDDL_00957	CDS	507	sulA		COG5404	Cell division inhibitor SulA
BEPCNDDL_00958	CDS	660	sxy		COG3070	Protein Sxy
BEPCNDDL_00959	CDS	2136	yccS		COG1289	Inner membrane protein YccS
BEPCNDDL_00960	CDS	453	yccF		COG3304	Inner membrane protein YccF
BEPCNDDL_00961	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
BEPCNDDL_00962	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
BEPCNDDL_00963	CDS	672				hypothetical protein
BEPCNDDL_00964	CDS	414	yccU		COG1832	putative protein YccU
BEPCNDDL_00965	CDS	318	hspQ		COG3785	Heat shock protein HspQ
BEPCNDDL_00966	CDS	1191	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
BEPCNDDL_00967	CDS	279	yccX	3.6.1.7	COG1254	Acylphosphatase
BEPCNDDL_00968	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
BEPCNDDL_00969	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
BEPCNDDL_00970	tRNA	88				tRNA-Ser(tga)
BEPCNDDL_00971	CDS	1995			COG1292	Glycine betaine transporter
BEPCNDDL_00972	CDS	216				hypothetical protein
BEPCNDDL_00973	CDS	1410	fdhC_1			Fructose dehydrogenase cytochrome subunit
BEPCNDDL_00974	CDS	1656	fdhL_1	1.1.99.11		Fructose dehydrogenase large subunit
BEPCNDDL_00975	CDS	561	fdhS_1			Fructose dehydrogenase small subunit
BEPCNDDL_00976	CDS	798	nucA	3.1.30.2		Nuclease
BEPCNDDL_00977	CDS	1461	trkG		COG0168	Trk system potassium uptake protein TrkG
BEPCNDDL_00978	CDS	390				hypothetical protein
BEPCNDDL_00979	CDS	600	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
BEPCNDDL_00980	CDS	618	rhtC_2		COG1280	Threonine efflux protein
BEPCNDDL_00981	CDS	924	trpI			HTH-type transcriptional regulator TrpI
BEPCNDDL_00982	CDS	471				hypothetical protein
BEPCNDDL_00983	CDS	576	sutR_2		COG1396	HTH-type transcriptional regulator SutR
BEPCNDDL_00984	CDS	915				hypothetical protein
BEPCNDDL_00985	CDS	1320	rutG		COG2233	Putative pyrimidine permease RutG
BEPCNDDL_00986	CDS	528	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
BEPCNDDL_00987	CDS	804	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
BEPCNDDL_00988	CDS	387	rutC_1	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
BEPCNDDL_00989	CDS	747	rutB_2	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
BEPCNDDL_00990	CDS	1101	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
BEPCNDDL_00991	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
BEPCNDDL_00992	CDS	1401	cycA_1		COG1113	D-serine/D-alanine/glycine transporter
BEPCNDDL_00993	tRNA	76				tRNA-Lys(ctt)
BEPCNDDL_00994	CDS	1536				hypothetical protein
BEPCNDDL_00995	CDS	825	cho	3.1.25.-	COG0322	Excinuclease cho
BEPCNDDL_00996	CDS	201				hypothetical protein
BEPCNDDL_00997	CDS	444				hypothetical protein
BEPCNDDL_00998	CDS	495	yabI_1		COG0586	Inner membrane protein YabI
BEPCNDDL_00999	CDS	1314	rhmT			Inner membrane transport protein RhmT
BEPCNDDL_01000	CDS	300				hypothetical protein
BEPCNDDL_01001	CDS	105				hypothetical protein
BEPCNDDL_01002	CDS	720	caiD_1	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
BEPCNDDL_01003	CDS	1173	pbuE		COG2814	Purine efflux pump PbuE
BEPCNDDL_01004	CDS	1212	hemA_1	2.3.1.37	COG0156	5-aminolevulinate synthase
BEPCNDDL_01005	CDS	1212	paaJ_1	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
BEPCNDDL_01006	CDS	1530	paaH_1	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
BEPCNDDL_01007	CDS	717	anoR			Transcriptional activator protein AnoR
BEPCNDDL_01008	CDS	429	uspF		COG0589	Universal stress protein F
BEPCNDDL_01009	CDS	1014	lhpD	1.5.1.21	COG2055	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
BEPCNDDL_01010	CDS	1566	yveA		COG0531	Aspartate-proton symporter
BEPCNDDL_01011	CDS	1611		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
BEPCNDDL_01012	CDS	921	dapA_1	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
BEPCNDDL_01013	CDS	846	rhaS_1			HTH-type transcriptional activator RhaS
BEPCNDDL_01014	CDS	948		5.1.1.8		4-hydroxyproline 2-epimerase
BEPCNDDL_01015	CDS	1125	hcnC	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
BEPCNDDL_01016	CDS	261	hcnA	1.4.99.5		Hydrogen cyanide synthase subunit HcnA
BEPCNDDL_01017	CDS	1263	hcnB	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
BEPCNDDL_01018	CDS	156				hypothetical protein
BEPCNDDL_01019	CDS	357				hypothetical protein
BEPCNDDL_01020	CDS	315				hypothetical protein
BEPCNDDL_01021	CDS	432				hypothetical protein
BEPCNDDL_01022	CDS	342	ydgC		COG3136	Inner membrane protein YdgC
BEPCNDDL_01023	CDS	225				hypothetical protein
BEPCNDDL_01024	CDS	657	uvrY		COG2197	Response regulator UvrY
BEPCNDDL_01025	CDS	1833	uvrC		COG0322	UvrABC system protein C
BEPCNDDL_01026	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
BEPCNDDL_01027	tRNA	76				tRNA-Gly(gcc)
BEPCNDDL_01028	tRNA	74				tRNA-Cys(gca)
BEPCNDDL_01029	tRNA	86				tRNA-Leu(taa)
BEPCNDDL_01030	CDS	141				hypothetical protein
BEPCNDDL_01031	CDS	111				hypothetical protein
BEPCNDDL_01032	CDS	231				hypothetical protein
BEPCNDDL_01033	CDS	1143	murR_1			HTH-type transcriptional regulator MurR
BEPCNDDL_01034	CDS	306	licB	2.7.1.-	COG1440	Lichenan-specific phosphotransferase enzyme IIB component
BEPCNDDL_01035	CDS	327	chbA_1		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
