locus_tag	ftype	length_bp	gene	EC_number	COG	product
MHJAIAPH_00958	CDS	105				hypothetical protein
MHJAIAPH_00959	CDS	648	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
MHJAIAPH_00960	CDS	918	fdnH		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
MHJAIAPH_00961	CDS	2430	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
MHJAIAPH_00962	CDS	591	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
MHJAIAPH_00963	CDS	666	gmk	2.7.4.8	COG0194	Guanylate kinase
MHJAIAPH_00964	CDS	300	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
MHJAIAPH_00965	CDS	2163	spoT	3.1.7.2	COG0317	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
MHJAIAPH_00966	CDS	387			COG0251	RutC family protein
MHJAIAPH_00967	CDS	2112	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
MHJAIAPH_00968	CDS	411				hypothetical protein
MHJAIAPH_00969	CDS	939	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
MHJAIAPH_00970	CDS	243	rpmE2		COG0254	50S ribosomal protein L31 type B
MHJAIAPH_00971	CDS	1278	gltA	2.3.3.16	COG0372	Citrate synthase
MHJAIAPH_00972	CDS	426				hypothetical protein
MHJAIAPH_00973	CDS	507	csoA			CS1 fimbrial subunit A
MHJAIAPH_00974	CDS	2724				hypothetical protein
MHJAIAPH_00975	CDS	579				hypothetical protein
MHJAIAPH_00976	CDS	705				hypothetical protein
MHJAIAPH_00977	CDS	4086				hypothetical protein
MHJAIAPH_00978	CDS	750				hypothetical protein
MHJAIAPH_00979	CDS	645				hypothetical protein
MHJAIAPH_00980	CDS	2424	mrcA		COG5009	Penicillin-binding protein 1A
MHJAIAPH_00981	CDS	1059	ftsA_1			Cell division protein FtsA
MHJAIAPH_00982	CDS	873				hypothetical protein
MHJAIAPH_00983	CDS	657				hypothetical protein
MHJAIAPH_00984	CDS	534				hypothetical protein
MHJAIAPH_00985	CDS	1968	pilQ			Type IV pilus biogenesis and competence protein PilQ
MHJAIAPH_00986	CDS	1071				hypothetical protein
MHJAIAPH_00987	CDS	930				hypothetical protein
MHJAIAPH_00988	CDS	450				hypothetical protein
MHJAIAPH_00989	tRNA	103				tRNA-Gly(gcc)
MHJAIAPH_00990	CDS	1836				hypothetical protein
MHJAIAPH_00991	CDS	1716				hypothetical protein
MHJAIAPH_00992	CDS	1320	gltP		COG1301	Proton/glutamate-aspartate symporter
MHJAIAPH_00993	CDS	1998	tktA	2.2.1.1	COG0021	Transketolase 1
MHJAIAPH_00994	CDS	306	ybaQ		COG3093	putative HTH-type transcriptional regulator YbaQ
MHJAIAPH_00995	CDS	1953		2.8.3.-		butyrate:acetyl-CoA coenzyme A-transferase
MHJAIAPH_00996	CDS	558				hypothetical protein
MHJAIAPH_00997	CDS	366	blaI_1		COG3682	Penicillinase repressor
MHJAIAPH_00998	CDS	1203				hypothetical protein
MHJAIAPH_00999	CDS	564				hypothetical protein
MHJAIAPH_01000	CDS	801		3.-.-.-		putative metallo-hydrolase
MHJAIAPH_01001	CDS	819				hypothetical protein
MHJAIAPH_01002	CDS	630	ompW_1		COG3047	Outer membrane protein W
MHJAIAPH_01003	CDS	1005	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
MHJAIAPH_01004	CDS	2673				hypothetical protein
MHJAIAPH_01005	CDS	1377				hypothetical protein
MHJAIAPH_01006	CDS	1176	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
MHJAIAPH_01007	CDS	654		3.1.3.5	COG0546	5'-nucleotidase
MHJAIAPH_01008	CDS	1467	pykA	2.7.1.40	COG0469	Pyruvate kinase II
MHJAIAPH_01009	CDS	1005	fda	4.1.2.13		Fructose-bisphosphate aldolase class 1
MHJAIAPH_01010	CDS	1146				hypothetical protein
MHJAIAPH_01011	CDS	600	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
MHJAIAPH_01012	CDS	960	dcsD	2.6.99.3		O-ureido-L-serine synthase
MHJAIAPH_01013	CDS	984	cysB			HTH-type transcriptional regulator CysB
MHJAIAPH_01014	CDS	663				hypothetical protein
MHJAIAPH_01015	CDS	411				hypothetical protein
MHJAIAPH_01016	CDS	2064	btuB_8			Vitamin B12 transporter BtuB
MHJAIAPH_01017	CDS	1107	mdtA_1			Multidrug resistance protein MdtA
MHJAIAPH_01018	CDS	3126	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
MHJAIAPH_01019	CDS	585				hypothetical protein
MHJAIAPH_01020	CDS	1518	acp_1			Sodium/proton-dependent alanine carrier protein
MHJAIAPH_01021	tRNA	89				tRNA-Val(cac)
MHJAIAPH_01022	CDS	993				hypothetical protein
MHJAIAPH_01023	CDS	1452	acp_2			Sodium/proton-dependent alanine carrier protein
MHJAIAPH_01024	CDS	1422				hypothetical protein
MHJAIAPH_01025	CDS	405	mscL_1		COG1970	Large-conductance mechanosensitive channel
MHJAIAPH_01026	CDS	717				hypothetical protein
MHJAIAPH_01027	CDS	282				hypothetical protein
MHJAIAPH_01028	CDS	336				hypothetical protein
MHJAIAPH_01029	CDS	1848				hypothetical protein
MHJAIAPH_01030	CDS	735	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
MHJAIAPH_01031	CDS	795	thiG	2.8.1.10	COG2022	Thiazole synthase
MHJAIAPH_01032	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
MHJAIAPH_01033	CDS	1836	estA	3.1.1.1	COG3240	Esterase EstA
MHJAIAPH_01034	tRNA	74				tRNA-Gly(ccc)
MHJAIAPH_01035	CDS	1464				hypothetical protein
MHJAIAPH_01036	CDS	204				hypothetical protein
MHJAIAPH_01037	CDS	651				hypothetical protein
MHJAIAPH_01038	CDS	663				hypothetical protein
MHJAIAPH_01039	CDS	2067	ltxB	7.4.2.5	COG2274	Leukotoxin export ATP-binding protein LtxB
MHJAIAPH_01040	CDS	1245	cvaA		COG0845	Colicin V secretion protein CvaA
MHJAIAPH_01041	CDS	741				hypothetical protein
MHJAIAPH_01042	CDS	309				hypothetical protein
MHJAIAPH_01043	CDS	765				hypothetical protein
MHJAIAPH_01044	CDS	342				hypothetical protein
MHJAIAPH_01045	CDS	1875				hypothetical protein
MHJAIAPH_01046	CDS	222				hypothetical protein
MHJAIAPH_01047	CDS	405	yhaI_1		COG3152	Inner membrane protein YhaI
MHJAIAPH_01048	CDS	879				hypothetical protein
MHJAIAPH_01049	CDS	1212				hypothetical protein
MHJAIAPH_01050	CDS	423				hypothetical protein
MHJAIAPH_01051	CDS	366				hypothetical protein
MHJAIAPH_01052	CDS	957	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
MHJAIAPH_01053	CDS	477				hypothetical protein
MHJAIAPH_01054	CDS	471				hypothetical protein
MHJAIAPH_01055	CDS	462				hypothetical protein
MHJAIAPH_01056	CDS	678	tcrA_1		COG0745	Transcriptional regulatory protein TcrA
MHJAIAPH_01057	CDS	1326	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
MHJAIAPH_01058	CDS	612	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
MHJAIAPH_01059	CDS	864	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
MHJAIAPH_01060	CDS	1260	epsF_1		COG1459	Type II secretion system protein F
MHJAIAPH_01061	CDS	438				hypothetical protein
MHJAIAPH_01062	CDS	408	pilA		COG4969	Fimbrial protein
MHJAIAPH_01063	CDS	1734				hypothetical protein
MHJAIAPH_01064	CDS	1374	atoC_1		COG2204	Regulatory protein AtoC
MHJAIAPH_01065	CDS	1614	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
MHJAIAPH_01066	CDS	1170	sucC_1	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
MHJAIAPH_01067	CDS	876	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
MHJAIAPH_01068	CDS	1635	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
MHJAIAPH_01069	CDS	1203				hypothetical protein
MHJAIAPH_01070	CDS	870	bamD		COG4105	Outer membrane protein assembly factor BamD
MHJAIAPH_01071	CDS	990	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
MHJAIAPH_01072	CDS	771	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
MHJAIAPH_01073	CDS	525				hypothetical protein
MHJAIAPH_01074	CDS	438				hypothetical protein
MHJAIAPH_01075	CDS	1365	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
MHJAIAPH_01076	CDS	1782		3.2.1.28	COG3387	Trehalase
MHJAIAPH_01077	CDS	759	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
MHJAIAPH_01078	CDS	2433	btuB_9			Vitamin B12 transporter BtuB
MHJAIAPH_01079	CDS	483				hypothetical protein
MHJAIAPH_01080	CDS	858				hypothetical protein
MHJAIAPH_01081	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
MHJAIAPH_01082	CDS	1605				hypothetical protein
MHJAIAPH_01083	CDS	711				hypothetical protein
MHJAIAPH_01084	CDS	825				hypothetical protein
MHJAIAPH_01085	CDS	2586	clpB		COG0542	Chaperone protein ClpB
MHJAIAPH_01086	CDS	801				hypothetical protein
MHJAIAPH_01087	CDS	1290	rstB_1	2.7.13.3		Sensor protein RstB
MHJAIAPH_01088	CDS	738	rstA_1		COG0745	Transcriptional regulatory protein RstA
MHJAIAPH_01089	CDS	1287		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
MHJAIAPH_01090	CDS	1701	ybaL		COG1226	Putative cation/proton antiporter YbaL
MHJAIAPH_01091	CDS	2388	btuB_10			Vitamin B12 transporter BtuB
MHJAIAPH_01092	CDS	1866	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
MHJAIAPH_01093	CDS	867	ampR			HTH-type transcriptional activator AmpR
MHJAIAPH_01094	CDS	912	bla	3.5.2.6		Beta-lactamase Toho-1
MHJAIAPH_01095	CDS	1215				hypothetical protein
MHJAIAPH_01096	CDS	642				hypothetical protein
MHJAIAPH_01097	CDS	747				hypothetical protein
MHJAIAPH_01098	CDS	1752	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
MHJAIAPH_01099	CDS	333				hypothetical protein
MHJAIAPH_01100	CDS	522	paiA_1	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
MHJAIAPH_01101	CDS	633				hypothetical protein
MHJAIAPH_01102	CDS	732	pmpR		COG0217	Transcriptional regulatory protein PmpR
MHJAIAPH_01103	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
MHJAIAPH_01104	CDS	594	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
MHJAIAPH_01105	CDS	1920	kup			Low affinity potassium transport system protein kup
MHJAIAPH_01106	CDS	1041	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
MHJAIAPH_01107	CDS	432	ybgC	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
MHJAIAPH_01108	CDS	780	tolQ_2		COG0811	Tol-Pal system protein TolQ
MHJAIAPH_01109	CDS	429	exbD_1		COG0848	Biopolymer transport protein ExbD
MHJAIAPH_01110	CDS	1056				hypothetical protein
MHJAIAPH_01111	CDS	1320	tolB_1		COG0823	Tol-Pal system protein TolB
MHJAIAPH_01112	CDS	519	pal_2		COG2885	Peptidoglycan-associated lipoprotein
MHJAIAPH_01113	CDS	819	cpoB_1			Cell division coordinator CpoB
MHJAIAPH_01114	CDS	702	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
MHJAIAPH_01115	CDS	666	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
MHJAIAPH_01116	CDS	957				hypothetical protein
MHJAIAPH_01117	tRNA	76				tRNA-Lys(ttt)
MHJAIAPH_01118	CDS	1053	xerC_3			Tyrosine recombinase XerC
MHJAIAPH_01119	CDS	291				hypothetical protein
MHJAIAPH_01120	CDS	546				hypothetical protein
MHJAIAPH_01121	CDS	1050				hypothetical protein
MHJAIAPH_01122	CDS	342				hypothetical protein
MHJAIAPH_01123	CDS	384				hypothetical protein
MHJAIAPH_01124	CDS	438				hypothetical protein
MHJAIAPH_01125	CDS	747				hypothetical protein
MHJAIAPH_01126	CDS	399				hypothetical protein
MHJAIAPH_01127	CDS	1041	yejK		COG3081	Nucleoid-associated protein YejK
MHJAIAPH_01128	CDS	1197				hypothetical protein
MHJAIAPH_01129	tRNA	82				tRNA-Ala(tgc)
MHJAIAPH_01130	CDS	318				hypothetical protein
MHJAIAPH_01131	CDS	852				hypothetical protein
MHJAIAPH_01132	CDS	939	besA	3.1.-.-	COG2819	Ferri-bacillibactin esterase BesA
MHJAIAPH_01133	CDS	426				hypothetical protein
MHJAIAPH_01134	CDS	768				hypothetical protein
MHJAIAPH_01135	CDS	318				hypothetical protein
MHJAIAPH_01136	CDS	513	paiA_2	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
MHJAIAPH_01137	CDS	1026	copB			Copper resistance protein B
MHJAIAPH_01138	CDS	1803	copA			Copper resistance protein A
MHJAIAPH_01139	CDS	387				hypothetical protein
MHJAIAPH_01140	CDS	1806	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
MHJAIAPH_01141	CDS	549	dps2	1.16.-.-	COG0783	DNA protection during starvation protein 2
MHJAIAPH_01142	CDS	4083				hypothetical protein
MHJAIAPH_01143	CDS	537				hypothetical protein
MHJAIAPH_01144	CDS	2157	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
MHJAIAPH_01145	CDS	1566				hypothetical protein
MHJAIAPH_01146	CDS	2100				hypothetical protein
MHJAIAPH_01147	CDS	2442	mrcB		COG0744	Penicillin-binding protein 1B
MHJAIAPH_01148	CDS	534				hypothetical protein
MHJAIAPH_01149	CDS	651				hypothetical protein
MHJAIAPH_01150	CDS	2112	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
MHJAIAPH_01151	CDS	714	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
MHJAIAPH_01152	CDS	885				hypothetical protein
MHJAIAPH_01153	CDS	948	gshB	6.3.2.3	COG0189	Glutathione synthetase
MHJAIAPH_01154	CDS	354	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
MHJAIAPH_01155	CDS	363	afsQ1			Transcriptional regulatory protein AfsQ1
MHJAIAPH_01156	CDS	531				hypothetical protein
MHJAIAPH_01157	CDS	2037				hypothetical protein
MHJAIAPH_01158	CDS	6708	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
MHJAIAPH_01159	CDS	1332	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
MHJAIAPH_01160	CDS	465				hypothetical protein
MHJAIAPH_01161	CDS	738	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
MHJAIAPH_01162	CDS	1392	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
MHJAIAPH_01163	CDS	564	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
MHJAIAPH_01164	CDS	804	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
MHJAIAPH_01165	CDS	840	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
MHJAIAPH_01166	CDS	330				hypothetical protein
MHJAIAPH_01167	CDS	393				hypothetical protein
MHJAIAPH_01168	CDS	960	qmcA		COG0330	Protein QmcA
MHJAIAPH_01169	CDS	444	ybbJ		COG1585	Inner membrane protein YbbJ
MHJAIAPH_01170	CDS	1113	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
MHJAIAPH_01171	CDS	396	gcvH		COG0509	Glycine cleavage system H protein
MHJAIAPH_01172	CDS	660				hypothetical protein
MHJAIAPH_01173	CDS	540				hypothetical protein
MHJAIAPH_01174	CDS	915	dmlR_5			HTH-type transcriptional regulator DmlR
MHJAIAPH_01175	CDS	759	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MHJAIAPH_01176	CDS	1401	dap_4	3.4.11.19		D-aminopeptidase
MHJAIAPH_01177	CDS	1329				hypothetical protein
MHJAIAPH_01178	CDS	351				hypothetical protein
MHJAIAPH_01179	CDS	468				hypothetical protein
MHJAIAPH_01180	CDS	2478	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
MHJAIAPH_01181	CDS	912		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
MHJAIAPH_01182	CDS	603				hypothetical protein
MHJAIAPH_01183	CDS	2880	btuB_11			Vitamin B12 transporter BtuB
MHJAIAPH_01184	CDS	849				hypothetical protein
MHJAIAPH_01185	CDS	894	hslO		COG1281	33 kDa chaperonin
MHJAIAPH_01186	CDS	750	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
MHJAIAPH_01187	CDS	1020		2.4.-.-		putative glycosyltransferase
MHJAIAPH_01188	CDS	432	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
MHJAIAPH_01189	CDS	1887				hypothetical protein
MHJAIAPH_01190	CDS	645				hypothetical protein
MHJAIAPH_01191	CDS	1605	prfC		COG4108	Peptide chain release factor 3
MHJAIAPH_01192	CDS	894				hypothetical protein
MHJAIAPH_01193	CDS	1032	metXS	2.3.1.46	COG2021	Homoserine O-succinyltransferase
MHJAIAPH_01194	CDS	1236	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
MHJAIAPH_01195	CDS	1068	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
MHJAIAPH_01196	CDS	996	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MHJAIAPH_01197	CDS	1383	sdaA_1	4.3.1.17	COG1760	L-serine dehydratase 1
MHJAIAPH_01198	CDS	231				hypothetical protein
MHJAIAPH_01199	CDS	573	yceI_1			Protein YceI
MHJAIAPH_01200	CDS	573	yceJ		COG3038	Cytochrome b561 
MHJAIAPH_01201	CDS	633	yceI_2		COG2353	Protein YceI
MHJAIAPH_01202	CDS	3546	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
MHJAIAPH_01203	CDS	3528	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
MHJAIAPH_01204	CDS	1410	mdtD			Putative multidrug resistance protein MdtD
MHJAIAPH_01205	CDS	1074	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
MHJAIAPH_01206	CDS	240				hypothetical protein
MHJAIAPH_01207	CDS	1113	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
MHJAIAPH_01208	CDS	543	aroK	2.7.1.71	COG0703	Shikimate kinase 1
MHJAIAPH_01209	CDS	204				hypothetical protein
MHJAIAPH_01210	CDS	828				hypothetical protein
MHJAIAPH_01211	CDS	600	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
MHJAIAPH_01212	CDS	360				hypothetical protein
MHJAIAPH_01213	CDS	462				hypothetical protein
MHJAIAPH_01214	CDS	1584	prpR_1		COG1221	Propionate catabolism operon regulatory protein
MHJAIAPH_01215	CDS	939	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
MHJAIAPH_01216	CDS	1158	prpC_1	2.3.3.5	COG0372	2-methylcitrate synthase
MHJAIAPH_01217	CDS	2619	acnM	4.2.1.3	COG1048	Aconitate hydratase A
MHJAIAPH_01218	CDS	1179	prpF	5.3.3.-	COG2828	2-methyl-aconitate isomerase
MHJAIAPH_01219	CDS	1461	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
MHJAIAPH_01220	CDS	4908	yfhM		COG2373	Alpha-2-macroglobulin
MHJAIAPH_01221	CDS	2382	pbpC		COG4953	Penicillin-binding protein 1C
MHJAIAPH_01222	CDS	576				hypothetical protein
MHJAIAPH_01223	CDS	483	PGdx	1.11.1.15	COG0678	Hybrid peroxiredoxin hyPrx5
MHJAIAPH_01224	CDS	888	cbpA		COG2214	Curved DNA-binding protein
MHJAIAPH_01225	CDS	372	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
MHJAIAPH_01226	CDS	996	acuI_2	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
MHJAIAPH_01227	CDS	1134	hflK		COG0330	Modulator of FtsH protease HflK
MHJAIAPH_01228	CDS	864	hflC		COG0330	Modulator of FtsH protease HflC
MHJAIAPH_01229	CDS	186				hypothetical protein
MHJAIAPH_01230	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
MHJAIAPH_01231	CDS	639				hypothetical protein
MHJAIAPH_01232	CDS	657				hypothetical protein
MHJAIAPH_01233	CDS	960				hypothetical protein
MHJAIAPH_01234	CDS	2127				hypothetical protein
MHJAIAPH_01235	CDS	291				hypothetical protein
MHJAIAPH_01236	CDS	540				hypothetical protein
MHJAIAPH_01237	CDS	735				hypothetical protein
MHJAIAPH_01238	CDS	489				hypothetical protein
MHJAIAPH_01239	CDS	2097	katE	1.11.1.6		Catalase C
MHJAIAPH_01240	CDS	723	rhaS_3			HTH-type transcriptional activator RhaS
MHJAIAPH_01241	CDS	1368	gabP		COG1113	GABA permease
MHJAIAPH_01242	CDS	411				hypothetical protein
MHJAIAPH_01243	CDS	2868	gcvP	1.4.4.2		Glycine dehydrogenase (decarboxylating)
MHJAIAPH_01244	CDS	1227	bcr			Bicyclomycin resistance protein
MHJAIAPH_01245	CDS	897	viuB		COG2375	Vibriobactin utilization protein ViuB
MHJAIAPH_01246	CDS	393				hypothetical protein
MHJAIAPH_01247	CDS	1965				hypothetical protein
MHJAIAPH_01248	CDS	636	ompW_2		COG3047	Outer membrane protein W
MHJAIAPH_01249	CDS	156				hypothetical protein
MHJAIAPH_01250	CDS	516				hypothetical protein
MHJAIAPH_01251	CDS	1713	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
MHJAIAPH_01252	CDS	1815	sthA_1	1.6.1.1		Soluble pyridine nucleotide transhydrogenase
MHJAIAPH_01253	CDS	819				hypothetical protein
MHJAIAPH_01254	CDS	333				hypothetical protein
MHJAIAPH_01255	CDS	801	atpB_1		COG0356	ATP synthase subunit a
MHJAIAPH_01256	CDS	306	atpH_1			ATP synthase subunit c
MHJAIAPH_01257	CDS	522	atpF		COG0711	ATP synthase subunit b
MHJAIAPH_01258	CDS	528	atpH_2		COG0712	ATP synthase subunit delta
MHJAIAPH_01259	CDS	1548	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
MHJAIAPH_01260	CDS	864	atpG		COG0224	ATP synthase gamma chain
MHJAIAPH_01261	CDS	1407	atpD1	7.1.2.2		ATP synthase subunit beta 1
MHJAIAPH_01262	CDS	423	atpC		COG0355	ATP synthase epsilon chain
MHJAIAPH_01263	CDS	2229				hypothetical protein
MHJAIAPH_01264	CDS	384				hypothetical protein
MHJAIAPH_01265	CDS	1368	glmU			Bifunctional protein GlmU
MHJAIAPH_01266	CDS	531				hypothetical protein
MHJAIAPH_01267	CDS	1353	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
MHJAIAPH_01268	CDS	1401	atoC_2		COG2204	Regulatory protein AtoC
MHJAIAPH_01269	CDS	387				hypothetical protein
MHJAIAPH_01270	CDS	1215				hypothetical protein
MHJAIAPH_01271	CDS	1305	macB_3	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
MHJAIAPH_01272	CDS	726	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
MHJAIAPH_01273	CDS	1278	macA_3		COG0845	Macrolide export protein MacA
MHJAIAPH_01274	CDS	1839	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MHJAIAPH_01275	CDS	432				hypothetical protein
MHJAIAPH_01276	CDS	429				hypothetical protein
MHJAIAPH_01277	CDS	516	gloA	4.4.1.5		Lactoylglutathione lyase
MHJAIAPH_01278	CDS	1113	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
MHJAIAPH_01279	CDS	405				hypothetical protein
MHJAIAPH_01280	CDS	2031	prlC	3.4.24.70	COG0339	Oligopeptidase A
MHJAIAPH_01281	CDS	804	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MHJAIAPH_01282	CDS	567				hypothetical protein
MHJAIAPH_01283	CDS	1467	xylC	1.2.1.28		Benzaldehyde dehydrogenase [NAD(+)]
MHJAIAPH_01284	CDS	1128	xylB	1.1.1.90		Aryl-alcohol dehydrogenase
MHJAIAPH_01285	CDS	1065				hypothetical protein
MHJAIAPH_01286	CDS	483				hypothetical protein
MHJAIAPH_01287	CDS	897	ribN_1			Riboflavin transporter
MHJAIAPH_01288	CDS	1008	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
MHJAIAPH_01289	CDS	690	metP		COG2011	Methionine import system permease protein MetP
MHJAIAPH_01290	CDS	603				hypothetical protein
MHJAIAPH_01291	CDS	327				hypothetical protein
MHJAIAPH_01292	CDS	2097		3.4.21.26		Prolyl endopeptidase
MHJAIAPH_01293	CDS	1185	aspC_1	2.6.1.1	COG0436	Aspartate aminotransferase
MHJAIAPH_01294	CDS	2133	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
MHJAIAPH_01295	CDS	423				hypothetical protein
MHJAIAPH_01296	CDS	273				hypothetical protein
MHJAIAPH_01297	CDS	852	dcsC	5.1.1.19		O-ureido-serine racemase
MHJAIAPH_01298	CDS	675				hypothetical protein
MHJAIAPH_01299	CDS	891	xerC_4		COG4973	Tyrosine recombinase XerC
MHJAIAPH_01300	CDS	201				hypothetical protein
MHJAIAPH_01301	CDS	552	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
MHJAIAPH_01302	CDS	1374	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
MHJAIAPH_01303	CDS	993		1.-.-.-		Oxidoreductase P35
MHJAIAPH_01304	CDS	660	ttgR			HTH-type transcriptional regulator TtgR
MHJAIAPH_01305	CDS	1182	acrA			Multidrug efflux pump subunit AcrA
MHJAIAPH_01306	CDS	3123	acrB_3		COG0841	Multidrug efflux pump subunit AcrB
MHJAIAPH_01307	CDS	1386	arpC_2		COG1538	Antibiotic efflux pump outer membrane protein ArpC
MHJAIAPH_01308	CDS	423				hypothetical protein
MHJAIAPH_01309	CDS	327				hypothetical protein
MHJAIAPH_01310	CDS	258				hypothetical protein
MHJAIAPH_01311	CDS	453	tadA_2	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
MHJAIAPH_01312	CDS	762	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
MHJAIAPH_01313	CDS	1929				hypothetical protein
MHJAIAPH_01314	CDS	732				hypothetical protein
MHJAIAPH_01315	CDS	615	mupP_2	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
MHJAIAPH_01316	CDS	1974	mdoB_1	2.7.8.20		Phosphoglycerol transferase I
MHJAIAPH_01317	CDS	939	adoK	2.7.1.20	COG0524	Adenosine kinase
MHJAIAPH_01318	CDS	1047	mreB		COG1077	Cell shape-determining protein MreB
MHJAIAPH_01319	CDS	1110				hypothetical protein
