locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHGGDNOH_01609	CDS	768				hypothetical protein
EHGGDNOH_01610	tRNA	76				tRNA-Ala(ggc)
EHGGDNOH_01611	CDS	609				hypothetical protein
EHGGDNOH_01612	CDS	1260	bcr			Bicyclomycin resistance protein
EHGGDNOH_01613	CDS	843				hypothetical protein
EHGGDNOH_01614	CDS	633	nicS			HTH-type transcriptional repressor NicS
EHGGDNOH_01615	CDS	792				hypothetical protein
EHGGDNOH_01616	CDS	429				hypothetical protein
EHGGDNOH_01617	CDS	198				hypothetical protein
EHGGDNOH_01618	CDS	2676	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
EHGGDNOH_01619	CDS	711				hypothetical protein
EHGGDNOH_01620	CDS	540				hypothetical protein
EHGGDNOH_01621	CDS	366				hypothetical protein
EHGGDNOH_01622	CDS	564				hypothetical protein
EHGGDNOH_01623	CDS	300				hypothetical protein
EHGGDNOH_01624	CDS	525				hypothetical protein
EHGGDNOH_01625	CDS	537				hypothetical protein
EHGGDNOH_01626	CDS	837				hypothetical protein
EHGGDNOH_01627	CDS	888				hypothetical protein
EHGGDNOH_01628	CDS	801				hypothetical protein
EHGGDNOH_01629	CDS	1197	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
EHGGDNOH_01630	CDS	1122				hypothetical protein
EHGGDNOH_01631	CDS	1014	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
EHGGDNOH_01632	CDS	3270	sasA_15	2.7.-.-		Adaptive-response sensory-kinase SasA
EHGGDNOH_01633	CDS	999	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EHGGDNOH_01634	CDS	675				hypothetical protein
EHGGDNOH_01635	CDS	897	ytrB		COG1131	ABC transporter ATP-binding protein YtrB
EHGGDNOH_01636	CDS	399				hypothetical protein
EHGGDNOH_01637	CDS	2514				hypothetical protein
EHGGDNOH_01638	CDS	1887				hypothetical protein
EHGGDNOH_01639	CDS	177				hypothetical protein
EHGGDNOH_01640	CDS	606				hypothetical protein
EHGGDNOH_01641	CDS	723				hypothetical protein
EHGGDNOH_01642	CDS	2100				hypothetical protein
EHGGDNOH_01643	CDS	438				hypothetical protein
EHGGDNOH_01644	CDS	1680				hypothetical protein
EHGGDNOH_01645	CDS	441				hypothetical protein
EHGGDNOH_01646	CDS	756				hypothetical protein
EHGGDNOH_01647	CDS	168				hypothetical protein
EHGGDNOH_01648	CDS	1050				hypothetical protein
EHGGDNOH_01649	CDS	645				hypothetical protein
EHGGDNOH_01650	CDS	1497				hypothetical protein
EHGGDNOH_01651	CDS	390				hypothetical protein
EHGGDNOH_01652	CDS	2121				hypothetical protein
EHGGDNOH_01653	CDS	1299				hypothetical protein
EHGGDNOH_01654	CDS	804				hypothetical protein
EHGGDNOH_01655	CDS	2412				hypothetical protein
EHGGDNOH_01656	CDS	1113				hypothetical protein
EHGGDNOH_01657	CDS	1740				hypothetical protein
EHGGDNOH_01658	CDS	1761	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
EHGGDNOH_01659	CDS	3390				hypothetical protein
EHGGDNOH_01660	CDS	429				hypothetical protein
EHGGDNOH_01661	CDS	474				hypothetical protein
EHGGDNOH_01662	CDS	816				hypothetical protein
EHGGDNOH_01663	CDS	849	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
EHGGDNOH_01664	CDS	1818				hypothetical protein
EHGGDNOH_01665	CDS	963				hypothetical protein
EHGGDNOH_01666	CDS	1854	lacZ_3	3.2.1.23		Beta-galactosidase
EHGGDNOH_01667	CDS	1302				hypothetical protein
EHGGDNOH_01668	CDS	954	lacF_6			Lactose transport system permease protein LacF
EHGGDNOH_01669	CDS	867	araQ_5		COG0395	L-arabinose transport system permease protein AraQ
EHGGDNOH_01670	CDS	1236				hypothetical protein
EHGGDNOH_01671	CDS	984	abnA	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 1
EHGGDNOH_01672	CDS	1113				hypothetical protein
EHGGDNOH_01673	CDS	930		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
EHGGDNOH_01674	CDS	711	comB_1	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
EHGGDNOH_01675	CDS	744	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
EHGGDNOH_01676	CDS	1284			COG4325	putative protein
EHGGDNOH_01677	CDS	402				hypothetical protein
EHGGDNOH_01678	CDS	1152				IS200/IS605 family transposase ISMma22
EHGGDNOH_01679	CDS	453				hypothetical protein
EHGGDNOH_01680	CDS	972	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
EHGGDNOH_01681	CDS	1254	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
EHGGDNOH_01682	CDS	909				hypothetical protein
EHGGDNOH_01683	CDS	405				hypothetical protein
EHGGDNOH_01684	CDS	693	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
EHGGDNOH_01685	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
EHGGDNOH_01686	CDS	2892				hypothetical protein
EHGGDNOH_01687	CDS	1212	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
EHGGDNOH_01688	CDS	606				hypothetical protein
EHGGDNOH_01689	CDS	741	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
EHGGDNOH_01690	CDS	594	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
EHGGDNOH_01691	CDS	1242	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
EHGGDNOH_01692	CDS	1677	xylG_2	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
EHGGDNOH_01693	CDS	852				hypothetical protein
EHGGDNOH_01694	CDS	924	gltC_2			HTH-type transcriptional regulator GltC
EHGGDNOH_01695	CDS	1107	tmpC		COG1744	Membrane lipoprotein TmpC
EHGGDNOH_01696	CDS	2025	ligA	6.5.1.2	COG0272	DNA ligase
EHGGDNOH_01697	CDS	1680	cdr	1.8.1.14		Coenzyme A disulfide reductase
EHGGDNOH_01698	CDS	306		2.8.1.-	COG0607	Sulfurtransferase
EHGGDNOH_01699	CDS	246	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
EHGGDNOH_01700	CDS	336				hypothetical protein
EHGGDNOH_01701	CDS	528	nusB			Transcription antitermination protein NusB
EHGGDNOH_01702	CDS	831	folD_2		COG0190	Bifunctional protein FolD protein
EHGGDNOH_01703	CDS	465				hypothetical protein
EHGGDNOH_01704	CDS	1287				hypothetical protein
EHGGDNOH_01705	CDS	381		7.1.1.-		NADH-quinone oxidoreductase subunit 15
EHGGDNOH_01706	CDS	444				hypothetical protein
EHGGDNOH_01707	CDS	1803	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
EHGGDNOH_01708	CDS	837				hypothetical protein
EHGGDNOH_01709	CDS	1362				hypothetical protein
EHGGDNOH_01710	CDS	948				hypothetical protein
EHGGDNOH_01711	CDS	762	tam_3	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
EHGGDNOH_01712	CDS	243				hypothetical protein
EHGGDNOH_01713	CDS	1842	uvrC		COG0322	UvrABC system protein C
EHGGDNOH_01714	CDS	180				hypothetical protein
EHGGDNOH_01715	CDS	885	rhtA		COG5006	Threonine/homoserine exporter RhtA
EHGGDNOH_01716	CDS	1284		2.7.7.-	COG0617	A-adding tRNA nucleotidyltransferase
EHGGDNOH_01717	CDS	996				hypothetical protein
EHGGDNOH_01718	CDS	675		3.1.-.-	COG1011	Phosphatase
EHGGDNOH_01719	CDS	1452			COG0366	Beta/alpha-amylase
EHGGDNOH_01720	CDS	621				hypothetical protein
EHGGDNOH_01721	CDS	975	gluQ	6.1.1.-		Glutamyl-Q tRNA(Asp) synthetase
EHGGDNOH_01722	CDS	1248	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
EHGGDNOH_01723	CDS	783	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
EHGGDNOH_01724	CDS	231				hypothetical protein
EHGGDNOH_01725	CDS	321				hypothetical protein
EHGGDNOH_01726	CDS	996	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
EHGGDNOH_01727	CDS	864	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
EHGGDNOH_01728	CDS	1809	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EHGGDNOH_01729	CDS	429				hypothetical protein
EHGGDNOH_01730	CDS	294				hypothetical protein
EHGGDNOH_01731	CDS	315				hypothetical protein
EHGGDNOH_01732	CDS	1764				hypothetical protein
EHGGDNOH_01733	CDS	1086				hypothetical protein
EHGGDNOH_01734	CDS	630	vraR			Response regulator protein VraR
EHGGDNOH_01735	CDS	723	cutC_1		COG3142	Copper homeostasis protein CutC
EHGGDNOH_01736	CDS	462				hypothetical protein
EHGGDNOH_01737	CDS	90				hypothetical protein
EHGGDNOH_01738	CDS	660	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
EHGGDNOH_01739	CDS	873	hdfR_1			HTH-type transcriptional regulator HdfR
EHGGDNOH_01740	CDS	3390				hypothetical protein
EHGGDNOH_01741	CDS	1368	yvdP_1	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
EHGGDNOH_01742	CDS	924				hypothetical protein
EHGGDNOH_01743	CDS	906	cphB_1	3.4.15.6		Cyanophycinase
EHGGDNOH_01744	CDS	1815	malZ_3	3.2.1.20	COG0366	Maltodextrin glucosidase
EHGGDNOH_01745	CDS	993	trxB_2	1.8.1.9	COG0492	Thioredoxin reductase
EHGGDNOH_01746	CDS	444				hypothetical protein
EHGGDNOH_01747	CDS	441				hypothetical protein
EHGGDNOH_01748	CDS	1362	bmr3_1			Multidrug resistance protein 3
EHGGDNOH_01749	CDS	1752	aspS1	6.1.1.12	COG0173	Aspartate--tRNA(Asp) ligase
EHGGDNOH_01750	CDS	1290	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
EHGGDNOH_01751	CDS	363				hypothetical protein
EHGGDNOH_01752	CDS	504				hypothetical protein
EHGGDNOH_01753	CDS	1347	yeeO		COG0534	putative FMN/FAD exporter YeeO
EHGGDNOH_01754	CDS	858				hypothetical protein
EHGGDNOH_01755	CDS	1011				hypothetical protein
EHGGDNOH_01756	CDS	222				hypothetical protein
EHGGDNOH_01757	CDS	471				hypothetical protein
EHGGDNOH_01758	CDS	585	paiB		COG2808	Protease synthase and sporulation protein PAI 2
EHGGDNOH_01759	CDS	219				hypothetical protein
EHGGDNOH_01760	CDS	963	hprA	1.1.1.29	COG1052	Glycerate dehydrogenase
EHGGDNOH_01761	CDS	384	crcB			Putative fluoride ion transporter CrcB
EHGGDNOH_01762	CDS	582				hypothetical protein
EHGGDNOH_01763	CDS	1875				hypothetical protein
EHGGDNOH_01764	CDS	639			COG0664	Transcriptional regulator SdrP
EHGGDNOH_01765	CDS	1542	bshC	6.-.-.-	COG4365	Putative cysteine ligase BshC
EHGGDNOH_01766	CDS	1635	clcB			Voltage-gated ClC-type chloride channel ClcB
EHGGDNOH_01767	CDS	507				hypothetical protein
EHGGDNOH_01768	CDS	795				hypothetical protein
EHGGDNOH_01769	CDS	702				hypothetical protein
EHGGDNOH_01770	CDS	969	ccpA_9		COG1609	Catabolite control protein A
EHGGDNOH_01771	CDS	1389		3.1.-.-	COG1236	Ribonuclease
EHGGDNOH_01772	CDS	576	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
EHGGDNOH_01773	CDS	774				hypothetical protein
EHGGDNOH_01774	CDS	501				hypothetical protein
EHGGDNOH_01775	CDS	1818	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
EHGGDNOH_01776	CDS	1761				hypothetical protein
EHGGDNOH_01777	CDS	1812				hypothetical protein
EHGGDNOH_01778	CDS	1509				hypothetical protein
EHGGDNOH_01779	CDS	450				hypothetical protein
EHGGDNOH_01780	CDS	603	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
EHGGDNOH_01781	CDS	1074				hypothetical protein
EHGGDNOH_01782	CDS	999	btrO	1.14.14.13		4-(gamma-L-glutamylamino)butanoyl-[BtrI acyl-carrier protein] monooxygenase BtrO
EHGGDNOH_01783	CDS	1137		2.4.1.11	COG0438	Glycogen synthase
EHGGDNOH_01784	CDS	1740		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
EHGGDNOH_01785	CDS	705				hypothetical protein
EHGGDNOH_01786	CDS	960	fabH_1	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
EHGGDNOH_01787	CDS	567	nudL	3.6.1.-		putative Nudix hydrolase NudL
EHGGDNOH_01788	CDS	630	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
EHGGDNOH_01789	CDS	234				hypothetical protein
EHGGDNOH_01790	CDS	450				hypothetical protein
EHGGDNOH_01791	CDS	426				hypothetical protein
EHGGDNOH_01792	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
EHGGDNOH_01793	CDS	1182	ackA	2.7.2.1	COG0282	Acetate kinase
EHGGDNOH_01794	CDS	2076	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
EHGGDNOH_01795	CDS	489				hypothetical protein
EHGGDNOH_01796	CDS	705	actIII	1.3.1.-		Putative ketoacyl reductase
EHGGDNOH_01797	CDS	798				hypothetical protein
EHGGDNOH_01798	CDS	609				hypothetical protein
EHGGDNOH_01799	CDS	249				hypothetical protein
EHGGDNOH_01800	CDS	678	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
EHGGDNOH_01801	CDS	456	bcp_2	1.11.1.15	COG1225	Putative peroxiredoxin bcp
EHGGDNOH_01802	CDS	1536				hypothetical protein
EHGGDNOH_01803	CDS	1317	yesO		COG1653	Putative ABC transporter substrate-binding protein YesO
EHGGDNOH_01804	CDS	918	araQ_6		COG0395	L-arabinose transport system permease protein AraQ
EHGGDNOH_01805	CDS	924	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
EHGGDNOH_01806	CDS	1017	ccpA_10		COG1609	Catabolite control protein A
EHGGDNOH_01807	CDS	516				hypothetical protein
EHGGDNOH_01808	CDS	729	yknY_4	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
EHGGDNOH_01809	CDS	1236				hypothetical protein
EHGGDNOH_01810	CDS	627				hypothetical protein
EHGGDNOH_01811	CDS	699				hypothetical protein
EHGGDNOH_01812	CDS	531				hypothetical protein
EHGGDNOH_01813	CDS	2667	addA_1	3.6.4.12		ATP-dependent helicase/nuclease subunit A
EHGGDNOH_01814	CDS	690	mshB_1	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
EHGGDNOH_01815	CDS	819				hypothetical protein
EHGGDNOH_01816	CDS	423				hypothetical protein
EHGGDNOH_01817	CDS	282	hupA			DNA-binding protein HU-alpha
EHGGDNOH_01818	CDS	492	rnhA	3.1.26.4	COG0328	Ribonuclease H
EHGGDNOH_01819	CDS	420	arsC_2	1.20.4.1		Glutaredoxin arsenate reductase
EHGGDNOH_01820	CDS	708	comB_2	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
EHGGDNOH_01821	CDS	669	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
EHGGDNOH_01822	CDS	2034	prlC	3.4.24.70	COG0339	Oligopeptidase A
EHGGDNOH_01823	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
EHGGDNOH_01824	CDS	549				hypothetical protein
EHGGDNOH_01825	CDS	1938				hypothetical protein
EHGGDNOH_01826	CDS	345				hypothetical protein
EHGGDNOH_01827	CDS	2514	ppc	4.1.1.31		Phosphoenolpyruvate carboxylase
EHGGDNOH_01828	CDS	765		3.1.4.16	COG1692	Phosphatase/phosphodiesterase
EHGGDNOH_01829	CDS	3219	glgX	3.2.1.196		Glycogen debranching enzyme
EHGGDNOH_01830	CDS	717				hypothetical protein
EHGGDNOH_01831	tRNA	77				tRNA-Pro(cgg)
EHGGDNOH_01832	CDS	495	recX			Regulatory protein RecX
EHGGDNOH_01833	CDS	1317	mdtK_1		COG0534	Multidrug resistance protein MdtK
EHGGDNOH_01834	CDS	1584				hypothetical protein
EHGGDNOH_01835	CDS	486				hypothetical protein
EHGGDNOH_01836	CDS	279	rpsT		COG0268	30S ribosomal protein S20
EHGGDNOH_01837	CDS	921				hypothetical protein
EHGGDNOH_01838	CDS	351		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
EHGGDNOH_01839	CDS	969		3.6.-.-	COG1703	putative GTPase
EHGGDNOH_01840	CDS	2187	mcm	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
EHGGDNOH_01841	CDS	858				hypothetical protein
EHGGDNOH_01842	CDS	177				hypothetical protein
EHGGDNOH_01843	CDS	1221				hypothetical protein
EHGGDNOH_01844	CDS	648				hypothetical protein
EHGGDNOH_01845	CDS	219				hypothetical protein
EHGGDNOH_01846	CDS	1038		1.1.1.407	COG1063	D-altritol 5-dehydrogenase
EHGGDNOH_01847	CDS	477				hypothetical protein
EHGGDNOH_01848	CDS	1854	sasA_16	2.7.-.-		Adaptive-response sensory-kinase SasA
EHGGDNOH_01849	CDS	477				hypothetical protein
EHGGDNOH_01850	CDS	489				hypothetical protein
EHGGDNOH_01851	CDS	339				hypothetical protein
EHGGDNOH_01852	CDS	768	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
EHGGDNOH_01853	CDS	546				hypothetical protein
EHGGDNOH_01854	CDS	1389	srpC		COG2059	putative chromate transport protein
EHGGDNOH_01855	CDS	900	chrB1			Protein ChrB
EHGGDNOH_01856	CDS	468				hypothetical protein
EHGGDNOH_01857	CDS	516				hypothetical protein
EHGGDNOH_01858	CDS	642				hypothetical protein
EHGGDNOH_01859	CDS	714	yflN_2	3.-.-.-	COG0491	putative metallo-hydrolase YflN
EHGGDNOH_01860	CDS	1053		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
EHGGDNOH_01861	CDS	1074				hypothetical protein
EHGGDNOH_01862	CDS	1137				hypothetical protein
EHGGDNOH_01863	CDS	558				hypothetical protein
EHGGDNOH_01864	CDS	1017				hypothetical protein
EHGGDNOH_01865	CDS	4929	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
EHGGDNOH_01866	CDS	1425				hypothetical protein
EHGGDNOH_01867	CDS	708	rhaS_2			HTH-type transcriptional activator RhaS
EHGGDNOH_01868	CDS	1098	dadA	1.4.99.-		D-amino acid dehydrogenase
EHGGDNOH_01869	CDS	372				hypothetical protein
EHGGDNOH_01870	CDS	780				hypothetical protein
EHGGDNOH_01871	CDS	393				hypothetical protein
EHGGDNOH_01872	CDS	756	glcR_3		COG1349	HTH-type transcriptional repressor GlcR
EHGGDNOH_01873	CDS	2799				hypothetical protein
EHGGDNOH_01874	CDS	600				hypothetical protein
EHGGDNOH_01875	CDS	597				hypothetical protein
EHGGDNOH_01876	CDS	1086	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
EHGGDNOH_01877	CDS	2829	malT_4			HTH-type transcriptional regulator MalT
EHGGDNOH_01878	CDS	2322		3.2.1.4		Endoglucanase
EHGGDNOH_01879	CDS	1704				hypothetical protein
EHGGDNOH_01880	CDS	1296	dctA		COG1301	Aerobic C4-dicarboxylate transport protein
EHGGDNOH_01881	CDS	1605	dpiB_1	2.7.13.3	COG3290	Sensor histidine kinase DpiB
EHGGDNOH_01882	CDS	657	dpiA_1		COG4565	Transcriptional regulatory protein DpiA
EHGGDNOH_01883	CDS	282				hypothetical protein
EHGGDNOH_01884	CDS	612				hypothetical protein
EHGGDNOH_01885	CDS	705				hypothetical protein
EHGGDNOH_01886	CDS	672				hypothetical protein
EHGGDNOH_01887	CDS	189				hypothetical protein
EHGGDNOH_01888	CDS	921				hypothetical protein
EHGGDNOH_01889	CDS	384				hypothetical protein
EHGGDNOH_01890	CDS	225				hypothetical protein
EHGGDNOH_01891	CDS	1002	ccpA_11		COG1609	Catabolite control protein A
EHGGDNOH_01892	CDS	204				hypothetical protein
EHGGDNOH_01893	CDS	879	araQ_7		COG0395	L-arabinose transport system permease protein AraQ
EHGGDNOH_01894	CDS	984	melD_2		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
EHGGDNOH_01895	CDS	1326				hypothetical protein
EHGGDNOH_01896	CDS	993	ccpA_12		COG1609	Catabolite control protein A
EHGGDNOH_01897	CDS	819				hypothetical protein
EHGGDNOH_01898	CDS	1029	yhdN_1	1.1.1.-	COG0667	Aldo-keto reductase YhdN
EHGGDNOH_01899	CDS	771				hypothetical protein
EHGGDNOH_01900	CDS	2469	nagZ_1	3.2.1.52		Beta-hexosaminidase
EHGGDNOH_01901	CDS	1131	nanK_2	2.7.1.60		N-acetylmannosamine kinase
EHGGDNOH_01902	CDS	819	iolB_1	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
EHGGDNOH_01903	CDS	1020	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
EHGGDNOH_01904	CDS	807	ydjI		COG0191	putative protein YdjI
EHGGDNOH_01905	CDS	1014	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
EHGGDNOH_01906	CDS	1482	iolA	1.2.1.-	COG1012	Malonate-semialdehyde dehydrogenase
EHGGDNOH_01907	CDS	1863	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
EHGGDNOH_01908	CDS	930	iolE_1	4.2.1.44	COG1082	Inosose dehydratase
EHGGDNOH_01909	CDS	819	frcA_1	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
EHGGDNOH_01910	CDS	1035	yjfF			Inner membrane ABC transporter permease protein YjfF
EHGGDNOH_01911	CDS	927				hypothetical protein
EHGGDNOH_01912	CDS	819	srlR_2		COG1349	Glucitol operon repressor
EHGGDNOH_01913	CDS	792				hypothetical protein
EHGGDNOH_01914	CDS	291				hypothetical protein
EHGGDNOH_01915	CDS	132				hypothetical protein
EHGGDNOH_01916	CDS	2394				hypothetical protein
EHGGDNOH_01917	CDS	1698				hypothetical protein
EHGGDNOH_01918	CDS	834	ulaG	3.1.1.-		L-ascorbate-6-phosphate lactonase UlaG
EHGGDNOH_01919	CDS	504				hypothetical protein
EHGGDNOH_01920	CDS	1542	fumD	3.1.1.87		Fumonisin B1 esterase
EHGGDNOH_01921	CDS	1620	rocB		COG4187	Protein RocB
EHGGDNOH_01922	CDS	897	argP_1			HTH-type transcriptional regulator ArgP
EHGGDNOH_01923	CDS	453				hypothetical protein
EHGGDNOH_01924	CDS	861	dhaAF	3.8.1.5		Haloalkane dehalogenase
EHGGDNOH_01925	CDS	1344	narK_1		COG2223	Nitrate/nitrite transporter NarK
EHGGDNOH_01926	CDS	207				hypothetical protein
EHGGDNOH_01927	CDS	513	aioB	1.20.9.1		Arsenite oxidase subunit AioB
EHGGDNOH_01928	CDS	663				hypothetical protein
EHGGDNOH_01929	CDS	2319	nasC_1	1.7.-.-	COG0243	Assimilatory nitrate reductase catalytic subunit
EHGGDNOH_01930	CDS	1095				hypothetical protein
EHGGDNOH_01931	CDS	2958				hypothetical protein
EHGGDNOH_01932	CDS	963	araH_2		COG1172	L-arabinose transport system permease protein AraH
EHGGDNOH_01933	CDS	999	rbsC_3		COG1172	Ribose import permease protein RbsC
EHGGDNOH_01934	CDS	1566	fruK_2	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
EHGGDNOH_01935	CDS	975	ytfQ_2			ABC transporter periplasmic-binding protein YtfQ
EHGGDNOH_01936	CDS	252				hypothetical protein
EHGGDNOH_01937	CDS	1863				hypothetical protein
EHGGDNOH_01938	CDS	1140	ogl	4.2.2.6	COG0823	Oligogalacturonate lyase
EHGGDNOH_01939	CDS	348				hypothetical protein
EHGGDNOH_01940	CDS	942	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
EHGGDNOH_01941	CDS	633	kdgA		COG0800	KHG/KDPG aldolase
EHGGDNOH_01942	CDS	786	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
EHGGDNOH_01943	CDS	801	iolB_2	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
EHGGDNOH_01944	CDS	1530	lipO		COG1653	Lipoprotein LipO
EHGGDNOH_01945	CDS	885				hypothetical protein
EHGGDNOH_01946	CDS	960	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
EHGGDNOH_01947	CDS	1014	degA_1		COG1609	HTH-type transcriptional regulator DegA
EHGGDNOH_01948	CDS	966				hypothetical protein
EHGGDNOH_01949	CDS	2271				hypothetical protein
EHGGDNOH_01950	CDS	687	cas5d	3.1.-.-		CRISPR pre-crRNA endoribonuclease Cas5d
EHGGDNOH_01951	CDS	1845				hypothetical protein
EHGGDNOH_01952	CDS	903				hypothetical protein
EHGGDNOH_01953	CDS	591				hypothetical protein
EHGGDNOH_01954	CDS	1014	cas1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
EHGGDNOH_01955	CDS	291	cas2	3.1.-.-	COG1343	CRISPR-associated endonuclease Cas2
	repeat_region	2214				
EHGGDNOH_01956	CDS	1038				hypothetical protein
EHGGDNOH_01957	CDS	831	btr		COG0614	HTH-type transcriptional activator Btr
EHGGDNOH_01958	CDS	1080				hypothetical protein
EHGGDNOH_01959	CDS	834				hypothetical protein
EHGGDNOH_01960	CDS	1506				hypothetical protein
EHGGDNOH_01961	CDS	1056	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
EHGGDNOH_01962	CDS	1437	uxaC	5.3.1.12	COG1904	Uronate isomerase
EHGGDNOH_01963	CDS	804	uxuB	1.-.-.-	COG1028	putative oxidoreductase UxuB
EHGGDNOH_01964	CDS	1455				hypothetical protein
EHGGDNOH_01965	CDS	993	cytR_3		COG1609	HTH-type transcriptional repressor CytR
EHGGDNOH_01966	CDS	972			COG1638	Solute-binding protein
EHGGDNOH_01967	CDS	1908	siaT		COG1593	Sialic acid TRAP transporter permease protein SiaT
EHGGDNOH_01968	CDS	933				hypothetical protein
EHGGDNOH_01969	CDS	408				hypothetical protein
EHGGDNOH_01970	CDS	579	nemR			HTH-type transcriptional repressor NemR
EHGGDNOH_01971	CDS	789				hypothetical protein
EHGGDNOH_01972	CDS	798				hypothetical protein
EHGGDNOH_01973	CDS	567				hypothetical protein
EHGGDNOH_01974	CDS	261				hypothetical protein
EHGGDNOH_01975	CDS	249				hypothetical protein
EHGGDNOH_01976	CDS	222				hypothetical protein
EHGGDNOH_01977	CDS	210				hypothetical protein
EHGGDNOH_01978	CDS	582				hypothetical protein
EHGGDNOH_01979	CDS	252				hypothetical protein
EHGGDNOH_01980	CDS	1200				hypothetical protein
EHGGDNOH_01981	CDS	291				hypothetical protein
EHGGDNOH_01982	CDS	1206	macB_3	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
EHGGDNOH_01983	CDS	681	yknY_5	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
EHGGDNOH_01984	CDS	1224	macA_2		COG0845	Macrolide export protein MacA
EHGGDNOH_01985	CDS	1014				hypothetical protein
EHGGDNOH_01986	CDS	1254				hypothetical protein
EHGGDNOH_01987	CDS	690				hypothetical protein
EHGGDNOH_01988	CDS	666	mprA_5		COG0745	Response regulator MprA
EHGGDNOH_01989	CDS	1245	sasA_17	2.7.-.-		Adaptive-response sensory-kinase SasA
