locus_tag	ftype	length_bp	gene	EC_number	COG	product
EBPMBNNM_00790	CDS	996	galR		COG1609	HTH-type transcriptional regulator GalR
EBPMBNNM_00791	CDS	978		1.3.1.103		2-haloacrylate reductase
EBPMBNNM_00792	CDS	2088	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
EBPMBNNM_00793	CDS	1182	fadA_2	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
EBPMBNNM_00794	CDS	462	arsC_1	1.20.4.4	COG0394	Arsenate reductase
EBPMBNNM_00795	CDS	1221	epsF		COG1459	Type II secretion system protein F
EBPMBNNM_00796	CDS	627	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
EBPMBNNM_00797	CDS	531	scpB			Segregation and condensation protein B
EBPMBNNM_00798	CDS	1452	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
EBPMBNNM_00799	CDS	939	truB	5.4.99.25		tRNA pseudouridine synthase B
EBPMBNNM_00800	CDS	372				hypothetical protein
EBPMBNNM_00801	CDS	762	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
EBPMBNNM_00802	CDS	354				hypothetical protein
EBPMBNNM_00803	CDS	429	mraZ			Transcriptional regulator MraZ
EBPMBNNM_00804	CDS	927	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
EBPMBNNM_00805	CDS	360				hypothetical protein
EBPMBNNM_00806	CDS	1353	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
EBPMBNNM_00807	CDS	666				hypothetical protein
EBPMBNNM_00808	CDS	1107	ald2	1.4.1.1		Alanine dehydrogenase 2
EBPMBNNM_00809	CDS	471	lrp_1		COG1522	Leucine-responsive regulatory protein
EBPMBNNM_00810	CDS	687				hypothetical protein
EBPMBNNM_00811	CDS	657	yohK		COG1346	Inner membrane protein YohK
EBPMBNNM_00812	CDS	387	cidA			Holin-like protein CidA
EBPMBNNM_00813	CDS	702	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
EBPMBNNM_00814	CDS	237			COG1146	Ferredoxin
EBPMBNNM_00815	CDS	411				hypothetical protein
EBPMBNNM_00816	CDS	408	ctb		COG2346	Group 3 truncated hemoglobin ctb
EBPMBNNM_00817	CDS	144				hypothetical protein
EBPMBNNM_00818	CDS	678	anr			Transcriptional activator protein Anr
EBPMBNNM_00819	CDS	1245		4.4.1.13	COG1168	Cystathionine beta-lyase
EBPMBNNM_00820	CDS	663	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
EBPMBNNM_00821	CDS	1158	hisZ			ATP phosphoribosyltransferase regulatory subunit
EBPMBNNM_00822	CDS	573				hypothetical protein
EBPMBNNM_00823	CDS	810	nth_1	4.2.99.18	COG0177	Endonuclease III
EBPMBNNM_00824	CDS	360	csaA		COG0073	putative chaperone CsaA
EBPMBNNM_00825	CDS	771				hypothetical protein
EBPMBNNM_00826	CDS	597	kstR2_2			HTH-type transcriptional repressor KstR2
EBPMBNNM_00827	CDS	510				hypothetical protein
EBPMBNNM_00828	CDS	1158	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
EBPMBNNM_00829	CDS	750				hypothetical protein
EBPMBNNM_00830	CDS	1146	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
EBPMBNNM_00831	CDS	891	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
EBPMBNNM_00832	CDS	567				hypothetical protein
EBPMBNNM_00833	CDS	1023	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
EBPMBNNM_00834	CDS	1320	aspS2	6.1.1.23	COG0017	Aspartate--tRNA(Asp/Asn) ligase
EBPMBNNM_00835	CDS	1158				hypothetical protein
EBPMBNNM_00836	CDS	741				hypothetical protein
EBPMBNNM_00837	CDS	723	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
EBPMBNNM_00838	CDS	762	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
EBPMBNNM_00839	CDS	981				hypothetical protein
EBPMBNNM_00840	CDS	861	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
EBPMBNNM_00841	CDS	1062	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EBPMBNNM_00842	CDS	141				hypothetical protein
EBPMBNNM_00843	CDS	471			COG1662	IS1 family transposase ISDge2
EBPMBNNM_00844	CDS	489				hypothetical protein
EBPMBNNM_00845	CDS	1080	metXA_2		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
EBPMBNNM_00846	CDS	735	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
EBPMBNNM_00847	CDS	630	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
EBPMBNNM_00848	CDS	477				hypothetical protein
EBPMBNNM_00849	CDS	1668		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
EBPMBNNM_00850	CDS	1182	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
EBPMBNNM_00851	CDS	1173	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
EBPMBNNM_00852	CDS	1026				hypothetical protein
EBPMBNNM_00853	CDS	573	nudL	3.6.1.-		putative Nudix hydrolase NudL
EBPMBNNM_00854	CDS	633	mazG	3.6.1.1	COG1694	Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG
EBPMBNNM_00855	CDS	477				hypothetical protein
EBPMBNNM_00856	CDS	729		1.-.-.-		putative oxidoreductase
EBPMBNNM_00857	CDS	432	smpB		COG0691	SsrA-binding protein
EBPMBNNM_00858	CDS	1386				hypothetical protein
EBPMBNNM_00859	CDS	540				hypothetical protein
EBPMBNNM_00860	CDS	3303	smc_2			Chromosome partition protein Smc
EBPMBNNM_00861	CDS	2733	smc_3			Chromosome partition protein Smc
EBPMBNNM_00862	CDS	1188	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
	repeat_region	467				
EBPMBNNM_00863	CDS	2112	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
EBPMBNNM_00864	CDS	1662	pyrG	6.3.4.2	COG0504	CTP synthase
EBPMBNNM_00865	CDS	660	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
EBPMBNNM_00866	CDS	162				hypothetical protein
EBPMBNNM_00867	CDS	1185	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
EBPMBNNM_00868	CDS	639	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
EBPMBNNM_00869	CDS	1515				hypothetical protein
EBPMBNNM_00870	CDS	519				hypothetical protein
EBPMBNNM_00871	CDS	948				hypothetical protein
EBPMBNNM_00872	CDS	1533	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
EBPMBNNM_00873	CDS	702	citT_2		COG4565	Transcriptional regulatory protein CitT
EBPMBNNM_00874	CDS	399				hypothetical protein
EBPMBNNM_00875	CDS	384				hypothetical protein
EBPMBNNM_00876	CDS	693	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
EBPMBNNM_00877	CDS	840	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
EBPMBNNM_00878	CDS	510				hypothetical protein
EBPMBNNM_00879	CDS	792	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
EBPMBNNM_00880	CDS	750	yfcA		COG0730	putative membrane transporter protein YfcA
EBPMBNNM_00881	CDS	480	msrA2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA 2
EBPMBNNM_00882	CDS	1011			COG3039	IS5 family transposase ISDge6
EBPMBNNM_00883	CDS	558				hypothetical protein
EBPMBNNM_00884	CDS	645				hypothetical protein
EBPMBNNM_00885	CDS	225				hypothetical protein
EBPMBNNM_00886	CDS	546	pyrE_2	2.4.2.10		Orotate phosphoribosyltransferase
EBPMBNNM_00887	CDS	879				hypothetical protein
EBPMBNNM_00888	CDS	1437	crtD_1	1.3.99.27		1-hydroxycarotenoid 3,4-desaturase
EBPMBNNM_00889	CDS	1572	rocA1	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 1
EBPMBNNM_00890	CDS	933		1.5.5.2	COG0506	Proline dehydrogenase
EBPMBNNM_00891	CDS	654	rspR		COG1802	HTH-type transcriptional repressor RspR
EBPMBNNM_00892	CDS	402				hypothetical protein
EBPMBNNM_00893	CDS	732	recO			DNA repair protein RecO
EBPMBNNM_00894	CDS	837	aqdA1	3.5.1.-		putative N-octanoylanthranilate hydrolase AqdA1
EBPMBNNM_00895	CDS	1239	crtL	5.5.1.19		Lycopene beta cyclase
EBPMBNNM_00896	CDS	237				hypothetical protein
EBPMBNNM_00897	CDS	360				hypothetical protein
EBPMBNNM_00898	CDS	1020	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
EBPMBNNM_00899	CDS	1242	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
EBPMBNNM_00900	CDS	1647	bhbA	5.4.99.2		Methylmalonyl-CoA mutase
EBPMBNNM_00901	CDS	567	yraA	3.2.-.-	COG0693	Putative cysteine protease YraA
EBPMBNNM_00902	CDS	1782	typA		COG1217	GTP-binding protein TypA/BipA
EBPMBNNM_00903	CDS	951				hypothetical protein
EBPMBNNM_00904	CDS	522				hypothetical protein
EBPMBNNM_00905	CDS	201				hypothetical protein
EBPMBNNM_00906	CDS	888	fieF		COG0053	Ferrous-iron efflux pump FieF
EBPMBNNM_00907	CDS	2235	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
EBPMBNNM_00908	CDS	1392				hypothetical protein
EBPMBNNM_00909	CDS	717				hypothetical protein
EBPMBNNM_00910	CDS	1113				hypothetical protein
EBPMBNNM_00911	CDS	1023				hypothetical protein
EBPMBNNM_00912	CDS	303				hypothetical protein
EBPMBNNM_00913	CDS	2970				hypothetical protein
EBPMBNNM_00914	CDS	696				hypothetical protein
EBPMBNNM_00915	CDS	2844				hypothetical protein
EBPMBNNM_00916	CDS	969	msrP_1	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
EBPMBNNM_00917	CDS	666	msrQ			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
EBPMBNNM_00918	CDS	363				hypothetical protein
EBPMBNNM_00919	CDS	204				hypothetical protein
EBPMBNNM_00920	CDS	246				hypothetical protein
EBPMBNNM_00921	CDS	984	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
EBPMBNNM_00922	CDS	540				hypothetical protein
EBPMBNNM_00923	CDS	339	isdG_1	1.14.14.18		Heme oxygenase (staphylobilin-producing)
EBPMBNNM_00924	CDS	495				hypothetical protein
EBPMBNNM_00925	CDS	711	sdhB_1	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
EBPMBNNM_00926	CDS	1752	sdhA_1	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
EBPMBNNM_00927	CDS	378				hypothetical protein
EBPMBNNM_00928	CDS	357				hypothetical protein
EBPMBNNM_00929	CDS	351				hypothetical protein
EBPMBNNM_00930	CDS	510				hypothetical protein
EBPMBNNM_00931	CDS	1275				hypothetical protein
EBPMBNNM_00932	CDS	285				hypothetical protein
EBPMBNNM_00933	CDS	2226	feoB		COG0370	Fe(2+) transporter FeoB
EBPMBNNM_00934	CDS	252				hypothetical protein
EBPMBNNM_00935	CDS	756		5.4.99.-	COG0564	putative RNA pseudouridine synthase
EBPMBNNM_00936	CDS	687				hypothetical protein
EBPMBNNM_00937	CDS	930	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
EBPMBNNM_00938	CDS	2370	mutS2	3.1.-.-	COG1193	Endonuclease MutS2
EBPMBNNM_00939	CDS	900				hypothetical protein
EBPMBNNM_00940	CDS	1041				hypothetical protein
EBPMBNNM_00941	CDS	489	gfh1_1		COG0782	Transcription inhibitor protein Gfh1
EBPMBNNM_00942	CDS	1539	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
EBPMBNNM_00943	CDS	1227	nagC_1		COG1940	N-acetylglucosamine repressor
EBPMBNNM_00944	CDS	1239				putative sugar-binding periplasmic protein
EBPMBNNM_00945	CDS	1152				hypothetical protein
EBPMBNNM_00946	CDS	864	melC		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
EBPMBNNM_00947	CDS	1167	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
EBPMBNNM_00948	CDS	333	nqo7	7.1.1.-	COG0838	NADH-quinone oxidoreductase subunit 7
EBPMBNNM_00949	CDS	537	nqo6	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit 6
EBPMBNNM_00950	CDS	642	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
EBPMBNNM_00951	CDS	1212	nqo4	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit 4
EBPMBNNM_00952	CDS	612				hypothetical protein
EBPMBNNM_00953	CDS	1341	nqo1	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit 1
EBPMBNNM_00954	CDS	2166	nqo3	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit 3
EBPMBNNM_00955	CDS	1170	nqo8	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit 8
EBPMBNNM_00956	CDS	540	nqo9	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit 9
EBPMBNNM_00957	CDS	594				hypothetical protein
EBPMBNNM_00958	CDS	303		7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit 11
EBPMBNNM_00959	CDS	1920		7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit 12
EBPMBNNM_00960	CDS	1425		7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit 13
EBPMBNNM_00961	CDS	1449	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
EBPMBNNM_00962	CDS	2553				hypothetical protein
EBPMBNNM_00963	CDS	420				hypothetical protein
EBPMBNNM_00964	CDS	1092				IS701 family transposase ISDge5
EBPMBNNM_00965	CDS	966				hypothetical protein
EBPMBNNM_00966	CDS	642				hypothetical protein
EBPMBNNM_00967	CDS	1353				IS200/IS605 family transposase ISDge19
EBPMBNNM_00968	CDS	2145	yheS_2		COG0488	putative ABC transporter ATP-binding protein YheS
EBPMBNNM_00969	CDS	1347			COG1926	putative protein
EBPMBNNM_00970	CDS	717			COG1926	putative protein
EBPMBNNM_00971	CDS	1221				hypothetical protein
EBPMBNNM_00972	CDS	570				hypothetical protein
EBPMBNNM_00973	CDS	291	gatC	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
EBPMBNNM_00974	CDS	1314	serS	6.1.1.11	COG0172	Serine--tRNA ligase
EBPMBNNM_00975	CDS	405				hypothetical protein
EBPMBNNM_00976	CDS	243				hypothetical protein
EBPMBNNM_00977	CDS	501				hypothetical protein
EBPMBNNM_00978	CDS	654				hypothetical protein
EBPMBNNM_00979	CDS	504				hypothetical protein
EBPMBNNM_00980	CDS	696				hypothetical protein
EBPMBNNM_00981	CDS	1659				hypothetical protein
EBPMBNNM_00982	CDS	495	mhqR		COG1846	HTH-type transcriptional regulator MhqR
EBPMBNNM_00983	CDS	1269			COG1167	Putative aminotransferase/MSMEI_6121
EBPMBNNM_00984	CDS	1191	pksS	1.14.-.-	COG2124	Polyketide biosynthesis cytochrome P450 PksS
EBPMBNNM_00985	CDS	546				hypothetical protein
EBPMBNNM_00986	CDS	1101	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
EBPMBNNM_00987	CDS	543	yyaP		COG0262	putative protein YyaP
EBPMBNNM_00988	CDS	2073	prlC	3.4.24.70	COG0339	Oligopeptidase A
EBPMBNNM_00989	CDS	489				hypothetical protein
EBPMBNNM_00990	CDS	1140				hypothetical protein
EBPMBNNM_00991	CDS	1083				hypothetical protein
EBPMBNNM_00992	CDS	1230				hypothetical protein
EBPMBNNM_00993	CDS	777	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
EBPMBNNM_00994	CDS	972				hypothetical protein
EBPMBNNM_00995	CDS	2982	malT_1			HTH-type transcriptional regulator MalT
EBPMBNNM_00996	CDS	516	srpC		COG2059	putative chromate transport protein
EBPMBNNM_00997	CDS	513				hypothetical protein
	repeat_region	252				
EBPMBNNM_00998	CDS	1041				hypothetical protein
EBPMBNNM_00999	CDS	1188				hypothetical protein
EBPMBNNM_01000	CDS	1029				hypothetical protein
EBPMBNNM_01001	CDS	513				hypothetical protein
EBPMBNNM_01002	CDS	795				hypothetical protein
EBPMBNNM_01003	CDS	1185				hypothetical protein
EBPMBNNM_01004	CDS	1434				hypothetical protein
EBPMBNNM_01005	CDS	1209				hypothetical protein
EBPMBNNM_01006	CDS	1110	namA	1.6.99.1	COG1902	NADPH dehydrogenase
EBPMBNNM_01007	CDS	786	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EBPMBNNM_01008	CDS	633			COG0664	Cyclic AMP receptor protein
EBPMBNNM_01009	CDS	1188	rlmI_2	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
EBPMBNNM_01010	CDS	711		1.-.-.-	COG4221	putative oxidoreductase
EBPMBNNM_01011	CDS	546				hypothetical protein
EBPMBNNM_01012	CDS	3801				hypothetical protein
EBPMBNNM_01013	CDS	360				hypothetical protein
EBPMBNNM_01014	CDS	693	rbtD	1.1.1.56		Ribitol 2-dehydrogenase
EBPMBNNM_01015	CDS	963	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
EBPMBNNM_01016	CDS	2547	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
EBPMBNNM_01017	CDS	93				hypothetical protein
EBPMBNNM_01018	CDS	606	ddrA		COG4712	Single-stranded DNA-binding protein DdrA
EBPMBNNM_01019	CDS	1545	pstI	3.4.21.111	COG1404	Aqualysin-1
EBPMBNNM_01020	CDS	603	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
EBPMBNNM_01021	CDS	639	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
EBPMBNNM_01022	CDS	1959	glgB_1	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
EBPMBNNM_01023	CDS	276				hypothetical protein
EBPMBNNM_01024	CDS	1425	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
EBPMBNNM_01025	CDS	312				hypothetical protein
EBPMBNNM_01026	CDS	642	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
EBPMBNNM_01027	CDS	1056	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
EBPMBNNM_01028	CDS	462	lrp_2		COG1522	Leucine-responsive regulatory protein
EBPMBNNM_01029	CDS	1452	kamA	5.4.3.2		L-lysine 2,3-aminomutase
EBPMBNNM_01030	CDS	1377		5.1.1.21	COG0160	Isoleucine 2-epimerase
EBPMBNNM_01031	CDS	459	bcp_2	1.11.1.15	COG1225	Peroxiredoxin Bcp
EBPMBNNM_01032	CDS	1620	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
EBPMBNNM_01033	CDS	1092	proB	2.7.2.11	COG0263	Glutamate 5-kinase
EBPMBNNM_01034	CDS	1281	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
EBPMBNNM_01035	CDS	1902	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
EBPMBNNM_01036	CDS	741				hypothetical protein
EBPMBNNM_01037	CDS	681			COG1842	Phage shock protein A 
EBPMBNNM_01038	CDS	801				hypothetical protein
EBPMBNNM_01039	CDS	1086				hypothetical protein
EBPMBNNM_01040	CDS	1206		1.5.1.43		Carboxynorspermidine synthase
EBPMBNNM_01041	CDS	279				hypothetical protein
EBPMBNNM_01042	CDS	1323	aroA_1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
EBPMBNNM_01043	CDS	1080				hypothetical protein
EBPMBNNM_01044	CDS	813				hypothetical protein
EBPMBNNM_01045	CDS	1185	mgl	4.4.1.11	COG0626	L-methionine gamma-lyase
EBPMBNNM_01046	CDS	564				hypothetical protein
EBPMBNNM_01047	CDS	270				hypothetical protein
EBPMBNNM_01048	CDS	372	ndx1	3.6.1.61	COG0494	Diadenosine hexaphosphate hydrolase
EBPMBNNM_01049	CDS	531	yrdA		COG0663	Protein YrdA
EBPMBNNM_01050	CDS	831				hypothetical protein
EBPMBNNM_01051	CDS	996	ispH2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
EBPMBNNM_01052	CDS	1491	clsB	2.7.8.-		Cardiolipin synthase B
EBPMBNNM_01053	CDS	1674	plsY_2	2.3.1.275		Glycerol-3-phosphate acyltransferase
EBPMBNNM_01054	CDS	996		1.18.1.2	COG0492	Ferredoxin--NADP reductase
EBPMBNNM_01055	CDS	1395	fprA	1.18.1.2	COG0493	NADPH-ferredoxin reductase FprA
EBPMBNNM_01056	CDS	615			COG0664	Transcriptional regulator SdrP
EBPMBNNM_01057	CDS	2430	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
EBPMBNNM_01058	CDS	351				hypothetical protein
EBPMBNNM_01059	CDS	342				hypothetical protein
EBPMBNNM_01060	CDS	300				hypothetical protein
EBPMBNNM_01061	CDS	834	mshB_1	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
EBPMBNNM_01062	CDS	225				hypothetical protein
EBPMBNNM_01063	CDS	912	gltX1	6.1.1.17		Glutamate--tRNA ligase 1
EBPMBNNM_01064	CDS	1245	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
EBPMBNNM_01065	CDS	801	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
EBPMBNNM_01066	CDS	528	yciF_1		COG3685	Protein YciF
EBPMBNNM_01067	CDS	483	setA			Sugar efflux transporter A
EBPMBNNM_01068	CDS	426				hypothetical protein
EBPMBNNM_01069	CDS	849	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
EBPMBNNM_01070	CDS	1296	dmdA	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
EBPMBNNM_01071	CDS	1293				hypothetical protein
EBPMBNNM_01072	CDS	525	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
EBPMBNNM_01073	CDS	1056	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
EBPMBNNM_01074	CDS	1815				hypothetical protein
EBPMBNNM_01075	CDS	507				hypothetical protein
EBPMBNNM_01076	CDS	1830	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
EBPMBNNM_01077	CDS	585				hypothetical protein
EBPMBNNM_01078	CDS	867				hypothetical protein
EBPMBNNM_01079	CDS	1134				hypothetical protein
EBPMBNNM_01080	CDS	1113				hypothetical protein
EBPMBNNM_01081	CDS	669				hypothetical protein
EBPMBNNM_01082	CDS	798			COG3039	IS5 family transposase ISDge7
EBPMBNNM_01083	CDS	1119				hypothetical protein
EBPMBNNM_01084	CDS	1164	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
EBPMBNNM_01085	CDS	831				hypothetical protein
EBPMBNNM_01086	CDS	552	frr		COG0233	Ribosome-recycling factor
EBPMBNNM_01087	CDS	774	pyrH	2.7.4.22		Uridylate kinase
EBPMBNNM_01088	CDS	810	tsf		COG0264	Elongation factor Ts
EBPMBNNM_01089	CDS	795	rpsB		COG0052	30S ribosomal protein S2
EBPMBNNM_01090	CDS	825	uppP	3.6.1.27		Undecaprenyl-diphosphatase
EBPMBNNM_01091	CDS	300				hypothetical protein
EBPMBNNM_01092	CDS	243				hypothetical protein
EBPMBNNM_01093	CDS	438				hypothetical protein
EBPMBNNM_01094	CDS	441				hypothetical protein
EBPMBNNM_01095	CDS	399				hypothetical protein
EBPMBNNM_01096	CDS	1002	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
EBPMBNNM_01097	CDS	2610	secA			Protein translocase subunit SecA
EBPMBNNM_01098	CDS	1209	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
EBPMBNNM_01099	CDS	759	fliY_1		COG0834	L-cystine-binding protein FliY
EBPMBNNM_01100	CDS	792	glnP		COG0765	Glutamine transport system permease protein GlnP
EBPMBNNM_01101	CDS	2181				hypothetical protein
EBPMBNNM_01102	CDS	954				hypothetical protein
EBPMBNNM_01103	CDS	759	glnQ			Glutamine transport ATP-binding protein GlnQ
EBPMBNNM_01104	CDS	1260				hypothetical protein
EBPMBNNM_01105	CDS	765	tagA_1	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
EBPMBNNM_01106	CDS	402				hypothetical protein
EBPMBNNM_01107	CDS	2349	pbpG		COG0744	Penicillin-binding protein 2D
EBPMBNNM_01108	CDS	387	afsQ1			Transcriptional regulatory protein AfsQ1
EBPMBNNM_01109	CDS	1698	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
EBPMBNNM_01110	CDS	489	tadA	3.5.4.33		tRNA-specific adenosine deaminase
EBPMBNNM_01111	CDS	927	rbsK	2.7.1.15	COG0524	Ribokinase
EBPMBNNM_01112	CDS	516				hypothetical protein
EBPMBNNM_01113	CDS	225				hypothetical protein
EBPMBNNM_01114	CDS	312				hypothetical protein
EBPMBNNM_01115	CDS	780				hypothetical protein
EBPMBNNM_01116	CDS	792				hypothetical protein
EBPMBNNM_01117	CDS	753	stkP	2.7.11.1	COG0515	Serine/threonine-protein kinase StkP
EBPMBNNM_01118	CDS	1437	nagZ	3.2.1.52		Beta-hexosaminidase
EBPMBNNM_01119	CDS	882	degV		COG1307	Protein DegV
EBPMBNNM_01120	CDS	888	Hgd	1.1.1.291		2-(hydroxymethyl)glutarate dehydrogenase
EBPMBNNM_01121	CDS	909				hypothetical protein
EBPMBNNM_01122	CDS	792	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
EBPMBNNM_01123	CDS	1818	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
EBPMBNNM_01124	CDS	462				hypothetical protein
EBPMBNNM_01125	CDS	492	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
EBPMBNNM_01126	CDS	1155	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
EBPMBNNM_01127	CDS	1158	sucC	6.2.1.4	COG0045	Succinate--CoA ligase [GDP-forming] subunit beta
EBPMBNNM_01128	CDS	912	sucD	6.2.1.4	COG0074	Succinate--CoA ligase [GDP-forming] subunit alpha
EBPMBNNM_01129	CDS	816				IS982 family transposase ISDge8
EBPMBNNM_01130	CDS	219				hypothetical protein
EBPMBNNM_01131	CDS	1656				hypothetical protein
EBPMBNNM_01132	CDS	237				hypothetical protein
EBPMBNNM_01133	CDS	999				Tn3 family transposase ISNpu13
EBPMBNNM_01134	CDS	351	xerC_2			Tyrosine recombinase XerC
EBPMBNNM_01135	CDS	570				hypothetical protein
EBPMBNNM_01136	CDS	1143	bshA_1	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
EBPMBNNM_01137	CDS	846				DegV domain-containing protein
EBPMBNNM_01138	CDS	195				hypothetical protein
EBPMBNNM_01139	CDS	3276	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
EBPMBNNM_01140	CDS	741	tal	2.2.1.2	COG0176	putative transaldolase
