locus_tag	ftype	length_bp	gene	EC_number	COG	product
IBFOMCPF_01270	CDS	1149	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
IBFOMCPF_01271	CDS	1029	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
IBFOMCPF_01272	CDS	1305	ispDF		COG0245	Bifunctional enzyme IspD/IspF
IBFOMCPF_01273	CDS	498	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
IBFOMCPF_01274	CDS	450	ratA		COG2867	Ribosome association toxin RatA
IBFOMCPF_01275	CDS	564				hypothetical protein
IBFOMCPF_01276	CDS	972	lipA	2.8.1.8		Lipoyl synthase
IBFOMCPF_01277	CDS	252				hypothetical protein
IBFOMCPF_01278	CDS	1446	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
IBFOMCPF_01279	CDS	582				hypothetical protein
IBFOMCPF_01280	CDS	642				hypothetical protein
IBFOMCPF_01281	CDS	1347	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
IBFOMCPF_01282	CDS	1380	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
IBFOMCPF_01283	CDS	1047	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
IBFOMCPF_01284	CDS	321				hypothetical protein
IBFOMCPF_01285	CDS	1275	eno	4.2.1.11		Enolase
IBFOMCPF_01286	CDS	840	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
IBFOMCPF_01287	CDS	891				hypothetical protein
IBFOMCPF_01288	CDS	1680	pyrG	6.3.4.2	COG0504	CTP synthase
IBFOMCPF_01289	CDS	486				hypothetical protein
IBFOMCPF_01290	CDS	771	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
IBFOMCPF_01291	CDS	627	yceJ		COG3038	Cytochrome b561 
IBFOMCPF_01292	CDS	606	yceI			Protein YceI
IBFOMCPF_01293	CDS	1242	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
IBFOMCPF_01294	CDS	432				hypothetical protein
IBFOMCPF_01295	CDS	2061	gyrB_1	5.6.2.2		DNA gyrase subunit B
IBFOMCPF_01296	CDS	471				hypothetical protein
IBFOMCPF_01297	CDS	432				hypothetical protein
IBFOMCPF_01298	CDS	1002				hypothetical protein
IBFOMCPF_01299	CDS	720				hypothetical protein
IBFOMCPF_01300	CDS	603				hypothetical protein
IBFOMCPF_01301	CDS	585	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
IBFOMCPF_01302	CDS	996				hypothetical protein
IBFOMCPF_01303	CDS	1983	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
IBFOMCPF_01304	CDS	540				hypothetical protein
IBFOMCPF_01305	CDS	438				hypothetical protein
IBFOMCPF_01306	CDS	375	yidD			Putative membrane protein insertion efficiency factor
IBFOMCPF_01307	CDS	447				hypothetical protein
IBFOMCPF_01308	CDS	615	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
IBFOMCPF_01309	CDS	453	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
IBFOMCPF_01310	CDS	966			COG1752	putative NTE family protein
IBFOMCPF_01311	CDS	429	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
IBFOMCPF_01312	CDS	741				hypothetical protein
IBFOMCPF_01313	CDS	663				hypothetical protein
IBFOMCPF_01314	CDS	609				hypothetical protein
IBFOMCPF_01315	CDS	609				hypothetical protein
IBFOMCPF_01316	CDS	729				hypothetical protein
IBFOMCPF_01317	CDS	1491				hypothetical protein
IBFOMCPF_01318	CDS	390				hypothetical protein
IBFOMCPF_01319	CDS	435				hypothetical protein
IBFOMCPF_01320	CDS	1401	sdaA	4.3.1.17	COG1760	L-serine dehydratase
IBFOMCPF_01321	CDS	102				hypothetical protein
IBFOMCPF_01322	CDS	732				hypothetical protein
IBFOMCPF_01323	CDS	1023				hypothetical protein
IBFOMCPF_01324	CDS	474				hypothetical protein
IBFOMCPF_01325	CDS	387				hypothetical protein
IBFOMCPF_01326	CDS	1422	mgtE		COG2239	Magnesium transporter MgtE
IBFOMCPF_01327	CDS	519	def_1	3.5.1.88	COG0242	Peptide deformylase
IBFOMCPF_01328	CDS	267				hypothetical protein
IBFOMCPF_01329	CDS	354				hypothetical protein
IBFOMCPF_01330	CDS	1548				hypothetical protein
IBFOMCPF_01331	CDS	1317				hypothetical protein
IBFOMCPF_01332	CDS	1950				hypothetical protein
IBFOMCPF_01333	tRNA	85				tRNA-Leu(gag)
IBFOMCPF_01334	CDS	720	lipB	2.3.1.181		Octanoyltransferase
IBFOMCPF_01335	CDS	399				hypothetical protein
IBFOMCPF_01336	CDS	1128	flhA_1	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
IBFOMCPF_01337	CDS	441				hypothetical protein
IBFOMCPF_01338	CDS	660				hypothetical protein
IBFOMCPF_01339	CDS	834	fghA_1	3.1.2.12	COG0627	S-formylglutathione hydrolase
IBFOMCPF_01340	CDS	378	crcB			Putative fluoride ion transporter CrcB
IBFOMCPF_01341	CDS	993	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
IBFOMCPF_01342	CDS	666	gph_2	3.1.3.18	COG0546	Phosphoglycolate phosphatase
IBFOMCPF_01343	CDS	786				hypothetical protein
IBFOMCPF_01344	CDS	315	gdx_1			Guanidinium exporter
IBFOMCPF_01345	CDS	1311	rarA		COG2256	Replication-associated recombination protein A
IBFOMCPF_01346	CDS	1398	degQ_1	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
IBFOMCPF_01347	CDS	942	msrP_1	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
IBFOMCPF_01348	CDS	651	mamZ			Magnetosome protein MamZ
IBFOMCPF_01349	CDS	426	rplQ		COG0203	50S ribosomal protein L17
IBFOMCPF_01350	CDS	1011	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
IBFOMCPF_01351	CDS	390	rpsK		COG0100	30S ribosomal protein S11
IBFOMCPF_01352	CDS	369	rpsM		COG0099	30S ribosomal protein S13
IBFOMCPF_01353	CDS	579	adk	2.7.4.3	COG0563	Adenylate kinase
IBFOMCPF_01354	CDS	1341	secY		COG0201	Protein translocase subunit SecY
IBFOMCPF_01355	CDS	471	rplO		COG0200	50S ribosomal protein L15
IBFOMCPF_01356	CDS	204	rpmD		COG1841	50S ribosomal protein L30
IBFOMCPF_01357	CDS	570	rpsE		COG0098	30S ribosomal protein S5
IBFOMCPF_01358	CDS	363	rplR		COG0256	50S ribosomal protein L18
IBFOMCPF_01359	CDS	534	rplF		COG0097	50S ribosomal protein L6
IBFOMCPF_01360	CDS	399	rpsH		COG0096	30S ribosomal protein S8
IBFOMCPF_01361	CDS	306	rpsN		COG0199	30S ribosomal protein S14
IBFOMCPF_01362	CDS	558	rplE		COG0094	50S ribosomal protein L5
IBFOMCPF_01363	CDS	312	rplX		COG0198	50S ribosomal protein L24
IBFOMCPF_01364	CDS	369	rplN		COG0093	50S ribosomal protein L14
IBFOMCPF_01365	CDS	237	rpsQ		COG0186	30S ribosomal protein S17
IBFOMCPF_01366	CDS	201	rpmC		COG0255	50S ribosomal protein L29
IBFOMCPF_01367	CDS	414	rplP		COG0197	50S ribosomal protein L16
IBFOMCPF_01368	CDS	714	rpsC		COG0092	30S ribosomal protein S3
IBFOMCPF_01369	CDS	390	rplV		COG0091	50S ribosomal protein L22
IBFOMCPF_01370	CDS	279	rpsS		COG0185	30S ribosomal protein S19
IBFOMCPF_01371	CDS	837	rplB		COG0090	50S ribosomal protein L2
IBFOMCPF_01372	CDS	294	rplW		COG0089	50S ribosomal protein L23
IBFOMCPF_01373	CDS	621	rplD		COG0088	50S ribosomal protein L4
IBFOMCPF_01374	CDS	687	rplC		COG0087	50S ribosomal protein L3
IBFOMCPF_01375	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
IBFOMCPF_01376	CDS	132	tufA_1		COG0050	Elongation factor Tu
IBFOMCPF_01377	CDS	1380				hypothetical protein
IBFOMCPF_01378	CDS	756	glcR		COG1349	HTH-type transcriptional repressor GlcR
IBFOMCPF_01379	CDS	600	nudK_1	3.6.1.-		GDP-mannose pyrophosphatase NudK
IBFOMCPF_01380	CDS	465	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
IBFOMCPF_01381	CDS	474				hypothetical protein
IBFOMCPF_01382	CDS	438				hypothetical protein
IBFOMCPF_01383	CDS	951	trxB_2	1.8.1.9	COG0492	Thioredoxin reductase
IBFOMCPF_01384	CDS	162				hypothetical protein
IBFOMCPF_01385	CDS	948		3.3.2.10		Soluble epoxide hydrolase
IBFOMCPF_01386	CDS	549	comR_1			HTH-type transcriptional repressor ComR
IBFOMCPF_01387	CDS	1476	tauR		COG1167	HTH-type transcriptional regulator TauR
IBFOMCPF_01388	CDS	1020	tauA		COG4521	Taurine-binding periplasmic protein
IBFOMCPF_01389	CDS	813	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
IBFOMCPF_01390	CDS	828	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
IBFOMCPF_01391	CDS	387				hypothetical protein
IBFOMCPF_01392	CDS	1401	puuB_3	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
IBFOMCPF_01393	CDS	1776	xsc	2.3.3.15	COG0028	Sulfoacetaldehyde acetyltransferase
IBFOMCPF_01394	CDS	1038				hypothetical protein
IBFOMCPF_01395	CDS	993	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
IBFOMCPF_01396	CDS	759	linX_2	1.1.1.-		2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase LinX
IBFOMCPF_01397	CDS	876	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
IBFOMCPF_01398	CDS	648	abo_3	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
IBFOMCPF_01399	CDS	1830	abo_4	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
IBFOMCPF_01400	CDS	870	cmpR_1			HTH-type transcriptional activator CmpR
IBFOMCPF_01401	CDS	1671				hypothetical protein
IBFOMCPF_01402	CDS	1197	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
IBFOMCPF_01403	CDS	1275	phnA	3.11.1.2		Phosphonoacetate hydrolase
IBFOMCPF_01404	CDS	1458	phnY	1.2.1.-		Phosphonoacetaldehyde dehydrogenase
IBFOMCPF_01405	CDS	1020			COG1840	putative protein
IBFOMCPF_01406	CDS	1164	potA_4	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
IBFOMCPF_01407	CDS	2043				hypothetical protein
IBFOMCPF_01408	CDS	3339				hypothetical protein
IBFOMCPF_01409	CDS	402				hypothetical protein
IBFOMCPF_01410	CDS	792	btsR		COG3279	Transcriptional regulatory protein BtsR
IBFOMCPF_01411	CDS	1071				hypothetical protein
IBFOMCPF_01412	CDS	6849				hypothetical protein
IBFOMCPF_01413	CDS	912		2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
IBFOMCPF_01414	CDS	1215				hypothetical protein
IBFOMCPF_01415	CDS	588				hypothetical protein
IBFOMCPF_01416	CDS	552				ISNCY family transposase ISRel10
IBFOMCPF_01417	CDS	1416	gsiA_4	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
IBFOMCPF_01418	CDS	822	nikC		COG1173	Nickel import system permease protein NikC
IBFOMCPF_01419	CDS	945	gsiC_4		COG0601	Glutathione transport system permease protein GsiC
IBFOMCPF_01420	CDS	1521	nikA_1		COG0747	Nickel-binding periplasmic protein
IBFOMCPF_01421	CDS	285				hypothetical protein
IBFOMCPF_01422	CDS	210				hypothetical protein
IBFOMCPF_01423	CDS	996			COG0803	putative periplasmic iron-binding protein
IBFOMCPF_01424	CDS	867	mntC		COG1108	Manganese transport system membrane protein MntC
IBFOMCPF_01425	CDS	789	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
IBFOMCPF_01426	CDS	228				Antitoxin VapB39
IBFOMCPF_01427	CDS	447		3.1.-.-		Ribonuclease VapC44
IBFOMCPF_01428	CDS	906	pgrR_5			HTH-type transcriptional regulator PgrR
IBFOMCPF_01429	CDS	330				hypothetical protein
IBFOMCPF_01430	CDS	789	ycdF	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
IBFOMCPF_01431	CDS	1782	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
IBFOMCPF_01432	CDS	2226	paoC_1	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
IBFOMCPF_01433	CDS	978	paoB_1	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
IBFOMCPF_01434	CDS	582	paoA_1	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
IBFOMCPF_01435	CDS	891	rhaR_1			HTH-type transcriptional activator RhaR
IBFOMCPF_01436	CDS	1260	rstB	2.7.13.3		Sensor protein RstB
IBFOMCPF_01437	CDS	699	ompR_2			Transcriptional regulatory protein OmpR
IBFOMCPF_01438	CDS	552				hypothetical protein
IBFOMCPF_01439	CDS	537				hypothetical protein
IBFOMCPF_01440	CDS	747				hypothetical protein
IBFOMCPF_01441	CDS	1629	groL5_1			60 kDa chaperonin 5
IBFOMCPF_01442	CDS	315	groS5_1			10 kDa chaperonin 5
IBFOMCPF_01443	CDS	273				hypothetical protein
IBFOMCPF_01444	CDS	2037	stcD	1.-.-.-		putative N-methylproline demethylase
IBFOMCPF_01445	CDS	627				hypothetical protein
IBFOMCPF_01446	CDS	1002				hypothetical protein
IBFOMCPF_01447	CDS	984				hypothetical protein
IBFOMCPF_01448	CDS	1206				hypothetical protein
IBFOMCPF_01449	CDS	366				hypothetical protein
IBFOMCPF_01450	CDS	324				hypothetical protein
IBFOMCPF_01451	CDS	222				hypothetical protein
IBFOMCPF_01452	CDS	2484	actP	7.2.2.9		Copper-transporting P-type ATPase
IBFOMCPF_01453	CDS	444	hmrR			HTH-type transcriptional regulator HmrR
IBFOMCPF_01454	CDS	2220	silP	7.2.2.15		Silver exporting P-type ATPase
IBFOMCPF_01455	CDS	447	yqaA		COG1238	Inner membrane protein YqaA
IBFOMCPF_01456	CDS	1092	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IBFOMCPF_01457	CDS	105				hypothetical protein
IBFOMCPF_01458	CDS	213				hypothetical protein
IBFOMCPF_01459	CDS	831				hypothetical protein
IBFOMCPF_01460	CDS	1890				hypothetical protein
IBFOMCPF_01461	CDS	1047	gshB_1	6.3.2.3	COG0189	Glutathione synthetase
IBFOMCPF_01462	CDS	963	ytfQ_1			ABC transporter periplasmic-binding protein YtfQ
IBFOMCPF_01463	CDS	1518	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
IBFOMCPF_01464	CDS	1026	ytfT			Inner membrane ABC transporter permease protein YtfT
IBFOMCPF_01465	CDS	969	yjfF			Inner membrane ABC transporter permease protein YjfF
IBFOMCPF_01466	CDS	735	lutR_2		COG2186	HTH-type transcriptional regulator LutR
IBFOMCPF_01467	CDS	1152	sugC_3	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
IBFOMCPF_01468	CDS	828	dasC_2		COG0395	Diacetylchitobiose uptake system permease protein DasC
IBFOMCPF_01469	CDS	903	melD_4		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
IBFOMCPF_01470	CDS	1233	cycB_1		COG2182	Cyclodextrin-binding protein
IBFOMCPF_01471	CDS	903				hypothetical protein
IBFOMCPF_01472	CDS	1029	afr_1	1.1.1.292		1,5-anhydro-D-fructose reductase
IBFOMCPF_01473	CDS	1050	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
IBFOMCPF_01474	CDS	300				hypothetical protein
IBFOMCPF_01475	CDS	1191	ampC	3.5.2.6		Beta-lactamase
IBFOMCPF_01476	CDS	921				hypothetical protein
IBFOMCPF_01477	CDS	825	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
IBFOMCPF_01478	CDS	876	ycjO_1		COG1175	Inner membrane ABC transporter permease protein YcjO
IBFOMCPF_01479	CDS	1269				hypothetical protein
IBFOMCPF_01480	CDS	1089	ugpC_4	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
IBFOMCPF_01481	CDS	1521	abfA	3.2.1.55		Intracellular exo-alpha-(1->5)-L-arabinofuranosidase
IBFOMCPF_01482	CDS	1122	rip3		COG0517	Putative zinc metalloprotease Rip3
IBFOMCPF_01483	CDS	501				hypothetical protein
IBFOMCPF_01484	CDS	483				hypothetical protein
IBFOMCPF_01485	CDS	1251				hypothetical protein
IBFOMCPF_01486	CDS	999	rbsC_1		COG1172	Ribose import permease protein RbsC
IBFOMCPF_01487	CDS	741	frcA_1	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
IBFOMCPF_01488	CDS	990	rbsB_1		COG1879	Ribose import binding protein RbsB
IBFOMCPF_01489	CDS	1398	exsH	3.2.1.-		Endo-1,3-1,4-beta-glycanase ExsH
IBFOMCPF_01490	CDS	2724				hypothetical protein
IBFOMCPF_01491	CDS	384				hypothetical protein
IBFOMCPF_01492	CDS	252				hypothetical protein
IBFOMCPF_01493	CDS	1821	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
IBFOMCPF_01494	CDS	738	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
IBFOMCPF_01495	CDS	357	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
IBFOMCPF_01496	CDS	711	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
IBFOMCPF_01497	CDS	540				hypothetical protein
IBFOMCPF_01498	CDS	378				hypothetical protein
IBFOMCPF_01499	CDS	447				hypothetical protein
IBFOMCPF_01500	CDS	1815		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
IBFOMCPF_01501	CDS	987	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
IBFOMCPF_01502	CDS	1008				hypothetical protein
IBFOMCPF_01503	CDS	1308				hypothetical protein
IBFOMCPF_01504	CDS	1224				hypothetical protein
IBFOMCPF_01505	CDS	681	epsL_1	2.-.-.-	COG2148	putative sugar transferase EpsL
IBFOMCPF_01506	CDS	297				hypothetical protein
IBFOMCPF_01507	CDS	1029				hypothetical protein
IBFOMCPF_01508	CDS	951	pssM	2.5.1.98		Exopolysaccharide glucosyl ketal-pyruvate-transferase
IBFOMCPF_01509	CDS	960				hypothetical protein
IBFOMCPF_01510	CDS	1485				hypothetical protein
IBFOMCPF_01511	CDS	576				hypothetical protein
IBFOMCPF_01512	CDS	258				hypothetical protein
IBFOMCPF_01513	CDS	393				hypothetical protein
IBFOMCPF_01514	CDS	525				hypothetical protein
IBFOMCPF_01515	CDS	384				hypothetical protein
IBFOMCPF_01516	CDS	501				hypothetical protein
IBFOMCPF_01517	CDS	1131	malK_3	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
IBFOMCPF_01518	CDS	1230				hypothetical protein
IBFOMCPF_01519	CDS	858	ycjP_1		COG0395	Inner membrane ABC transporter permease protein YcjP
IBFOMCPF_01520	CDS	885	melD_5		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
IBFOMCPF_01521	CDS	1161	iolG_3	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
IBFOMCPF_01522	CDS	738	yehW		COG1174	Glycine betaine uptake system permease protein YehW
IBFOMCPF_01523	CDS	939	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
IBFOMCPF_01524	CDS	1200	yehY		COG1174	Glycine betaine uptake system permease protein YehY
IBFOMCPF_01525	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
IBFOMCPF_01526	CDS	1374	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
IBFOMCPF_01527	CDS	795		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
IBFOMCPF_01528	CDS	429				hypothetical protein
IBFOMCPF_01529	CDS	456	fucU_1	5.1.3.29	COG4154	L-fucose mutarotase
IBFOMCPF_01530	CDS	2385	betB_1	1.2.1.8		NAD/NADP-dependent betaine aldehyde dehydrogenase
IBFOMCPF_01531	CDS	1032	deoC	4.1.2.4		Deoxyribose-phosphate aldolase
IBFOMCPF_01532	CDS	744	deoR_1		COG1349	Deoxyribose operon repressor
IBFOMCPF_01533	CDS	5448	yfhM		COG2373	Alpha-2-macroglobulin
IBFOMCPF_01534	CDS	2142	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
IBFOMCPF_01535	CDS	267				hypothetical protein
IBFOMCPF_01536	CDS	405				hypothetical protein
IBFOMCPF_01537	CDS	234				hypothetical protein
IBFOMCPF_01538	CDS	306				hypothetical protein
IBFOMCPF_01539	CDS	480	ibpA_1		COG0071	Small heat shock protein IbpA
IBFOMCPF_01540	CDS	507				hypothetical protein
IBFOMCPF_01541	CDS	1344	guaD_1	3.5.4.3	COG0402	Guanine deaminase
IBFOMCPF_01542	CDS	1239				hypothetical protein
IBFOMCPF_01543	CDS	948	dmlR_3			HTH-type transcriptional regulator DmlR
IBFOMCPF_01544	CDS	981		1.3.1.103		2-haloacrylate reductase
IBFOMCPF_01545	CDS	393				hypothetical protein
IBFOMCPF_01546	CDS	858				hypothetical protein
IBFOMCPF_01547	CDS	2334	hcrA_1	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit alpha
IBFOMCPF_01548	CDS	1482				hypothetical protein
IBFOMCPF_01549	CDS	372	pucM_1	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
IBFOMCPF_01550	CDS	1416				hypothetical protein
IBFOMCPF_01551	CDS	1023	alc	3.5.3.4		allantoicase
IBFOMCPF_01552	CDS	408				hypothetical protein
IBFOMCPF_01553	CDS	240				hypothetical protein
IBFOMCPF_01554	CDS	1293	adeP		COG2252	Adenine permease AdeP
IBFOMCPF_01555	CDS	711	pyrE_1	2.4.2.10		Orotate phosphoribosyltransferase
IBFOMCPF_01556	CDS	1170	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
IBFOMCPF_01557	CDS	1782	ade2	3.5.4.2	COG1001	Adenine deaminase 2
IBFOMCPF_01558	CDS	924	rihB_1	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
IBFOMCPF_01559	CDS	1029	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IBFOMCPF_01560	CDS	780	ydcV_3			Inner membrane ABC transporter permease protein YdcV
IBFOMCPF_01561	CDS	828				hypothetical protein
IBFOMCPF_01562	CDS	1023	potF_1		COG0687	Putrescine-binding periplasmic protein
IBFOMCPF_01563	CDS	1053	purR_2			HTH-type transcriptional repressor PurR
IBFOMCPF_01564	CDS	750				hypothetical protein
IBFOMCPF_01565	CDS	465				hypothetical protein
IBFOMCPF_01566	CDS	2712				hypothetical protein
IBFOMCPF_01567	CDS	675				hypothetical protein
IBFOMCPF_01568	CDS	1158	murG_2	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
IBFOMCPF_01569	CDS	1248	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IBFOMCPF_01570	CDS	1215				hypothetical protein
IBFOMCPF_01571	CDS	1176				hypothetical protein
IBFOMCPF_01572	CDS	999	dppB_3		COG0601	Dipeptide transport system permease protein DppB
IBFOMCPF_01573	CDS	1902	agpA_1			Periplasmic alpha-galactoside-binding protein
IBFOMCPF_01574	CDS	1887	gsiA_5	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
IBFOMCPF_01575	CDS	969				hypothetical protein
IBFOMCPF_01576	CDS	1350				hypothetical protein
IBFOMCPF_01577	CDS	1338	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
IBFOMCPF_01578	CDS	1203				hypothetical protein
IBFOMCPF_01579	CDS	831	rbn	3.1.26.11		Ribonuclease BN
IBFOMCPF_01580	CDS	771				hypothetical protein
IBFOMCPF_01581	CDS	1098	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IBFOMCPF_01582	CDS	2139				hypothetical protein
IBFOMCPF_01583	CDS	1287	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
IBFOMCPF_01584	CDS	843				hypothetical protein
IBFOMCPF_01585	CDS	1191	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
IBFOMCPF_01586	CDS	687	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
IBFOMCPF_01587	CDS	681	epsL_2	2.-.-.-	COG2148	putative sugar transferase EpsL
IBFOMCPF_01588	CDS	1254				hypothetical protein
IBFOMCPF_01589	CDS	1359				hypothetical protein
IBFOMCPF_01590	CDS	855				hypothetical protein
IBFOMCPF_01591	CDS	1299	mshA_7	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IBFOMCPF_01592	CDS	1293				hypothetical protein
IBFOMCPF_01593	CDS	1989				hypothetical protein
IBFOMCPF_01594	CDS	1449				hypothetical protein
IBFOMCPF_01595	CDS	927				hypothetical protein
IBFOMCPF_01596	CDS	852				hypothetical protein
IBFOMCPF_01597	CDS	510	caiD_2	4.2.1.149		Carnitinyl-CoA dehydratase
IBFOMCPF_01598	CDS	213				hypothetical protein
IBFOMCPF_01599	CDS	939	fmt_1	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
IBFOMCPF_01600	CDS	2100	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
IBFOMCPF_01601	CDS	1227	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
IBFOMCPF_01602	CDS	1083	mshA_8	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IBFOMCPF_01603	CDS	1164				hypothetical protein
IBFOMCPF_01604	CDS	936	hldD_1	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
IBFOMCPF_01605	CDS	996				hypothetical protein
IBFOMCPF_01606	CDS	741	ycdX	3.1.3.-		phosphatase YcdX
IBFOMCPF_01607	CDS	840	cysQ_3	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
IBFOMCPF_01608	CDS	1902	cysNC		COG0529	Bifunctional enzyme CysN/CysC
IBFOMCPF_01609	CDS	900	cysD_1	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
IBFOMCPF_01610	CDS	1230	nanK	2.7.1.60		N-acetylmannosamine kinase
IBFOMCPF_01611	CDS	1239				hypothetical protein
IBFOMCPF_01612	CDS	882	ycjO_2		COG1175	Inner membrane ABC transporter permease protein YcjO
IBFOMCPF_01613	CDS	846	dasC_3		COG0395	Diacetylchitobiose uptake system permease protein DasC
IBFOMCPF_01614	CDS	1026				hypothetical protein
IBFOMCPF_01615	CDS	936	ydjH_1	2.7.1.-	COG0524	putative sugar kinase YdjH
IBFOMCPF_01616	CDS	1083	ugpC_5	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
