locus_tag	ftype	length_bp	gene	EC_number	COG	product
BOKMPFEI_00833	CDS	135				hypothetical protein
BOKMPFEI_00834	CDS	1923	yeeF	3.1.-.-		Putative ribonuclease YeeF
BOKMPFEI_00835	CDS	474	yezG			putative antitoxin YezG
BOKMPFEI_00836	CDS	462				hypothetical protein
BOKMPFEI_00837	CDS	582	bcrC_1	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
BOKMPFEI_00838	CDS	372	fra		COG5646	Intracellular iron chaperone frataxin
BOKMPFEI_00839	CDS	1113	rapG_3	3.1.-.-		Response regulator aspartate phosphatase G
BOKMPFEI_00840	CDS	234				hypothetical protein
BOKMPFEI_00841	CDS	810				hypothetical protein
BOKMPFEI_00842	CDS	1833	ligd		COG1793	Bifunctional non-homologous end joining protein LigD
BOKMPFEI_00843	CDS	849	ku		COG1273	Non-homologous end joining protein Ku
BOKMPFEI_00844	CDS	444				hypothetical protein
BOKMPFEI_00845	CDS	474				hypothetical protein
BOKMPFEI_00846	CDS	414	ywnA_1		COG1959	Putative HTH-type transcriptional regulator YwnA
BOKMPFEI_00847	CDS	852	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
BOKMPFEI_00848	CDS	909				hypothetical protein
BOKMPFEI_00849	CDS	192				hypothetical protein
BOKMPFEI_00850	CDS	2217	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
BOKMPFEI_00851	CDS	711				hypothetical protein
BOKMPFEI_00852	CDS	579	bm3R1			HTH-type transcriptional repressor Bm3R1
BOKMPFEI_00853	CDS	3144	cypB		COG0369	Bifunctional cytochrome P450/NADPH--P450 reductase 2
BOKMPFEI_00854	CDS	909				hypothetical protein
BOKMPFEI_00855	CDS	2007				hypothetical protein
BOKMPFEI_00856	CDS	435	nucB_1	3.-.-.-		Sporulation-specific extracellular nuclease
BOKMPFEI_00857	CDS	849	rsbRC		COG1366	RsbT co-antagonist protein RsbRC
BOKMPFEI_00858	CDS	543	yoeB			putative protein YoeB
BOKMPFEI_00859	CDS	453				hypothetical protein
BOKMPFEI_00860	CDS	621	lexA	3.4.21.88	COG1974	LexA repressor
BOKMPFEI_00861	CDS	312	yneA		COG1388	Cell division suppressor protein YneA
BOKMPFEI_00862	CDS	648	yneB		COG1961	Resolvase YneB
BOKMPFEI_00863	CDS	231				hypothetical protein
BOKMPFEI_00864	CDS	2004	tkt	2.2.1.1		Transketolase
BOKMPFEI_00865	CDS	447	sirA			Sporulation inhibitor of replication protein SirA
BOKMPFEI_00866	CDS	219				hypothetical protein
BOKMPFEI_00867	CDS	708				hypothetical protein
BOKMPFEI_00868	CDS	483				hypothetical protein
BOKMPFEI_00869	CDS	429				hypothetical protein
BOKMPFEI_00870	CDS	402	cotM		COG0071	Spore coat protein M
BOKMPFEI_00871	CDS	147	sspP			Small, acid-soluble spore protein P
BOKMPFEI_00872	CDS	147	sspO			Small, acid-soluble spore protein O
BOKMPFEI_00873	CDS	2730	citB	4.2.1.-	COG1048	Aconitate/2-methylaconitate hydratase
BOKMPFEI_00874	CDS	504	resA_1			Thiol-disulfide oxidoreductase ResA
BOKMPFEI_00875	CDS	126				hypothetical protein
BOKMPFEI_00876	CDS	144	sspN			Small, acid-soluble spore protein N
BOKMPFEI_00877	CDS	243	tlp			Small, acid-soluble spore protein Tlp
BOKMPFEI_00878	CDS	423		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
BOKMPFEI_00879	CDS	312				hypothetical protein
BOKMPFEI_00880	CDS	288				putative protein
BOKMPFEI_00881	CDS	582	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
BOKMPFEI_00882	CDS	414	yccU		COG1832	putative protein YccU
BOKMPFEI_00883	CDS	1968	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
BOKMPFEI_00884	CDS	2439	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
BOKMPFEI_00885	CDS	126				hypothetical protein
BOKMPFEI_00886	CDS	336				hypothetical protein
BOKMPFEI_00887	CDS	1182	ybjJ			Inner membrane protein YbjJ
BOKMPFEI_00888	CDS	570	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
BOKMPFEI_00889	CDS	582	azoR	1.7.1.17		FMN-dependent NADH-azoreductase
BOKMPFEI_00890	CDS	342	hxlR_1		COG1733	HTH-type transcriptional activator HxlR
BOKMPFEI_00891	CDS	714	lutC		COG1556	Lactate utilization protein C
BOKMPFEI_00892	CDS	1425	lutB		COG1139	Lactate utilization protein B
BOKMPFEI_00893	CDS	717	lutA_1		COG0247	Lactate utilization protein A
BOKMPFEI_00894	CDS	216	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
BOKMPFEI_00895	CDS	306	rhaB	2.7.1.5		Rhamnulokinase
BOKMPFEI_00896	CDS	969	chbR			HTH-type transcriptional regulator ChbR
BOKMPFEI_00897	CDS	651	degU_1		COG2197	Transcriptional regulatory protein DegU
BOKMPFEI_00898	CDS	1185				hypothetical protein
BOKMPFEI_00899	CDS	2163	ydfJ		COG2409	Membrane protein YdfJ
BOKMPFEI_00900	CDS	1104	thrC_1	4.2.3.1	COG0498	Threonine synthase
BOKMPFEI_00901	CDS	375	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
BOKMPFEI_00902	CDS	666	dauR		COG2964	Transcriptional regulator DauR
BOKMPFEI_00903	CDS	555				hypothetical protein
BOKMPFEI_00904	CDS	1188	tet(X)	1.14.13.231		Flavin-dependent monooxygenase
BOKMPFEI_00905	CDS	246				hypothetical protein
BOKMPFEI_00906	CDS	264				hypothetical protein
BOKMPFEI_00907	CDS	426	marR		COG1846	Multiple antibiotic resistance protein MarR
BOKMPFEI_00908	CDS	570				hypothetical protein
BOKMPFEI_00909	CDS	927				hypothetical protein
BOKMPFEI_00910	CDS	318	ydhR	1.-.-.-		Putative monooxygenase YdhR
BOKMPFEI_00911	CDS	948		3.5.5.7	COG0388	Nitrilase
BOKMPFEI_00912	CDS	891	cynR_2			HTH-type transcriptional regulator CynR
BOKMPFEI_00913	CDS	747				hypothetical protein
BOKMPFEI_00914	CDS	423	bsr	3.5.4.23		Blasticidin-S deaminase
BOKMPFEI_00915	CDS	285				hypothetical protein
BOKMPFEI_00916	CDS	921	mlhB	3.1.1.83		Monoterpene epsilon-lactone hydrolase
BOKMPFEI_00917	CDS	396				hypothetical protein
BOKMPFEI_00918	CDS	1464	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
BOKMPFEI_00919	CDS	1902	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
BOKMPFEI_00920	CDS	843	licT_1		COG3711	Transcription antiterminator LicT
BOKMPFEI_00921	CDS	309				hypothetical protein
BOKMPFEI_00922	CDS	1404	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
BOKMPFEI_00923	CDS	708	walR_1		COG0745	Transcriptional regulatory protein WalR
BOKMPFEI_00924	CDS	1287	xynC	3.2.1.136		Glucuronoxylanase XynC
BOKMPFEI_00925	CDS	1539	xynD	3.2.1.55		Arabinoxylan arabinofuranohydrolase
BOKMPFEI_00926	CDS	1461	iolA	1.2.1.-	COG1012	Malonate-semialdehyde dehydrogenase
BOKMPFEI_00927	CDS	1332	melA	3.2.1.22	COG1486	Alpha-galactosidase
BOKMPFEI_00928	CDS	831	melC		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
BOKMPFEI_00929	CDS	933	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
BOKMPFEI_00930	CDS	1260	melE		COG1653	Melibiose/raffinose/stachyose-binding protein MelE
BOKMPFEI_00931	CDS	1041	melR_2		COG1609	HTH-type transcriptional repressor MelR
BOKMPFEI_00932	CDS	693	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
BOKMPFEI_00933	CDS	1263	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
BOKMPFEI_00934	CDS	267	ulaB	2.7.1.194		Ascorbate-specific PTS system EIIB component
BOKMPFEI_00935	CDS	1986				hypothetical protein
BOKMPFEI_00936	CDS	441				hypothetical protein
BOKMPFEI_00937	CDS	963				hypothetical protein
BOKMPFEI_00938	CDS	480				hypothetical protein
BOKMPFEI_00939	CDS	465				hypothetical protein
BOKMPFEI_00940	CDS	282				hypothetical protein
BOKMPFEI_00941	CDS	1122				hypothetical protein
BOKMPFEI_00942	CDS	576	thiT		COG3859	Thiamine transporter ThiT
BOKMPFEI_00943	CDS	189				hypothetical protein
BOKMPFEI_00944	CDS	555				hypothetical protein
BOKMPFEI_00945	CDS	639				hypothetical protein
BOKMPFEI_00946	CDS	1155	rodA_1	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
BOKMPFEI_00947	CDS	1143	ftsW_3	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
BOKMPFEI_00948	CDS	1548	yqiK		COG2268	Inner membrane protein YqiK
BOKMPFEI_00949	CDS	525	yuaF			putative membrane protein YuaF
BOKMPFEI_00950	CDS	480				hypothetical protein
BOKMPFEI_00951	CDS	1209	gbsB	1.1.1.-	COG1454	Choline dehydrogenase
BOKMPFEI_00952	CDS	1470	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
BOKMPFEI_00953	CDS	558	opcR_1		COG1510	HTH-type transcriptional repressor OpcR
BOKMPFEI_00954	tRNA	73				tRNA-Ala(ggc)
BOKMPFEI_00955	CDS	327				hypothetical protein
BOKMPFEI_00956	CDS	750				hypothetical protein
BOKMPFEI_00957	CDS	333				hypothetical protein
BOKMPFEI_00958	CDS	369				hypothetical protein
BOKMPFEI_00959	CDS	183				hypothetical protein
BOKMPFEI_00960	CDS	804	cwlH	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlH
BOKMPFEI_00961	CDS	264				hypothetical protein
BOKMPFEI_00962	CDS	213	uviB			Bacteriocin UviB
BOKMPFEI_00963	CDS	147				hypothetical protein
BOKMPFEI_00964	CDS	192				hypothetical protein
BOKMPFEI_00965	CDS	1413				hypothetical protein
BOKMPFEI_00966	CDS	144				hypothetical protein
BOKMPFEI_00967	CDS	321				hypothetical protein
BOKMPFEI_00968	CDS	1386				hypothetical protein
BOKMPFEI_00969	CDS	300				hypothetical protein
BOKMPFEI_00970	CDS	1143				hypothetical protein
BOKMPFEI_00971	CDS	384				hypothetical protein
BOKMPFEI_00972	CDS	906				hypothetical protein
BOKMPFEI_00973	CDS	1050				hypothetical protein
BOKMPFEI_00974	CDS	423				hypothetical protein
BOKMPFEI_00975	CDS	267				hypothetical protein
BOKMPFEI_00976	CDS	1011				hypothetical protein
BOKMPFEI_00977	CDS	669				hypothetical protein
BOKMPFEI_00978	CDS	4128				hypothetical protein
BOKMPFEI_00979	CDS	156				hypothetical protein
BOKMPFEI_00980	CDS	441	yqbN			putative protein YqbN
BOKMPFEI_00981	CDS	444	xkdM			Phage-like element PBSX protein XkdM
BOKMPFEI_00982	CDS	1347				hypothetical protein
BOKMPFEI_00983	CDS	456				hypothetical protein
BOKMPFEI_00984	CDS	498				hypothetical protein
BOKMPFEI_00985	CDS	357	xkdH			Phage-like element PBSX protein XkdH
BOKMPFEI_00986	CDS	384	yqbG			putative protein YqbG
BOKMPFEI_00987	CDS	924	xkdG			Phage-like element PBSX protein XkdG
BOKMPFEI_00988	CDS	1077				hypothetical protein
BOKMPFEI_00989	CDS	1458				hypothetical protein
BOKMPFEI_00990	CDS	1314				hypothetical protein
BOKMPFEI_00991	CDS	609				hypothetical protein
BOKMPFEI_00992	CDS	519				hypothetical protein
BOKMPFEI_00993	CDS	207				hypothetical protein
BOKMPFEI_00994	CDS	402				hypothetical protein
BOKMPFEI_00995	CDS	243				hypothetical protein
BOKMPFEI_00996	CDS	153				hypothetical protein
BOKMPFEI_00997	CDS	264				hypothetical protein
BOKMPFEI_00998	CDS	378	xre		COG1396	HTH-type transcriptional regulator Xre
BOKMPFEI_00999	CDS	354				hypothetical protein
BOKMPFEI_01000	CDS	948	bioB_1	2.8.1.6		Biotin synthase
BOKMPFEI_01001	CDS	474	yvgO_1			Stress response protein YvgO
BOKMPFEI_01002	CDS	834	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
BOKMPFEI_01003	CDS	1143				hypothetical protein
BOKMPFEI_01004	CDS	393				hypothetical protein
BOKMPFEI_01005	CDS	993	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
BOKMPFEI_01006	CDS	525	yraA	3.2.-.-	COG0693	Putative cysteine protease YraA
BOKMPFEI_01007	CDS	1992	mcpA_1		COG0840	Methyl-accepting chemotaxis protein McpA
BOKMPFEI_01008	CDS	1977	mcpA_2		COG0840	Methyl-accepting chemotaxis protein McpA
BOKMPFEI_01009	CDS	1992	mcpB_1		COG0840	Methyl-accepting chemotaxis protein McpB
BOKMPFEI_01010	CDS	1992	mcpB_2		COG0840	Methyl-accepting chemotaxis protein McpB
BOKMPFEI_01011	CDS	741	tgl	2.3.2.13		Protein-glutamine gamma-glutamyltransferase
BOKMPFEI_01012	CDS	249				hypothetical protein
BOKMPFEI_01013	CDS	1029	nmoA	1.13.12.-	COG2070	Nitronate monooxygenase
BOKMPFEI_01014	CDS	402				hypothetical protein
BOKMPFEI_01015	CDS	1293				hypothetical protein
BOKMPFEI_01016	CDS	684				hypothetical protein
BOKMPFEI_01017	CDS	225				hypothetical protein
BOKMPFEI_01018	CDS	987				hypothetical protein
BOKMPFEI_01019	CDS	402				hypothetical protein
BOKMPFEI_01020	CDS	219				hypothetical protein
BOKMPFEI_01021	CDS	1356	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
BOKMPFEI_01022	CDS	1173	adh2_1	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
BOKMPFEI_01023	CDS	1164	adh2_2	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
BOKMPFEI_01024	CDS	237				hypothetical protein
BOKMPFEI_01025	CDS	393	yugI		COG1098	General stress protein 13
BOKMPFEI_01026	CDS	1194	dapX_2	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
BOKMPFEI_01027	CDS	501				hypothetical protein
BOKMPFEI_01028	CDS	825	hsaD	3.7.1.17		4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
BOKMPFEI_01029	CDS	1176	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
BOKMPFEI_01030	CDS	1293	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
BOKMPFEI_01031	CDS	177				hypothetical protein
BOKMPFEI_01032	CDS	393	kapB			Kinase-associated lipoprotein B
BOKMPFEI_01033	CDS	618	dinG_1	3.1.-.-		3'-5' exonuclease DinG
BOKMPFEI_01034	CDS	1188	sbnD			Staphyloferrin B transporter
BOKMPFEI_01035	CDS	1869	pbpD		COG0744	Penicillin-binding protein 4
BOKMPFEI_01036	CDS	411				hypothetical protein
BOKMPFEI_01037	CDS	558				hypothetical protein
BOKMPFEI_01038	CDS	1599	dcuS_1	2.7.13.3	COG3290	Sensor histidine kinase DcuS
BOKMPFEI_01039	CDS	708	dcuR_1		COG4565	Transcriptional regulatory protein DcuR
BOKMPFEI_01040	CDS	1083	tmpC		COG1744	Membrane lipoprotein TmpC
BOKMPFEI_01041	CDS	1536	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
BOKMPFEI_01042	CDS	1047				hypothetical protein
BOKMPFEI_01043	CDS	960				hypothetical protein
BOKMPFEI_01044	CDS	1338	cimH		COG3493	Citrate/malate transporter
BOKMPFEI_01045	CDS	210				hypothetical protein
BOKMPFEI_01046	CDS	2406	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
BOKMPFEI_01047	CDS	432	mrpB		COG2111	Na(+)/H(+) antiporter subunit B
BOKMPFEI_01048	CDS	342	mrpC		COG1006	Na(+)/H(+) antiporter subunit C
BOKMPFEI_01049	CDS	1479	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
BOKMPFEI_01050	CDS	480	mrpE		COG1863	Na(+)/H(+) antiporter subunit E
BOKMPFEI_01051	CDS	282	mrpF		COG2212	Na(+)/H(+) antiporter subunit F
BOKMPFEI_01052	CDS	375	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
BOKMPFEI_01053	CDS	390		3.1.2.-	COG2050	Putative esterase
BOKMPFEI_01054	CDS	642	comA		COG2197	Transcriptional regulatory protein ComA
BOKMPFEI_01055	CDS	2313	comP	2.7.13.3		Sensor histidine kinase ComP
BOKMPFEI_01056	CDS	171				hypothetical protein
BOKMPFEI_01057	CDS	915				hypothetical protein
BOKMPFEI_01058	CDS	141	degQ			Degradation enzyme regulation protein DegQ
BOKMPFEI_01059	CDS	357				hypothetical protein
BOKMPFEI_01060	CDS	1227	cdgJ	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
BOKMPFEI_01061	CDS	1473	pncB	6.3.4.21		Nicotinate phosphoribosyltransferase
BOKMPFEI_01062	CDS	552	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
BOKMPFEI_01063	CDS	408	yueI		COG5506	putative protein YueI
BOKMPFEI_01064	CDS	249				hypothetical protein
BOKMPFEI_01065	CDS	222	gerPF_2			putative spore germination protein GerPF
BOKMPFEI_01066	CDS	222	gerPA_2			putative spore germination protein GerPA
BOKMPFEI_01067	CDS	1104			COG0628	Putative transport protein
BOKMPFEI_01068	CDS	237				hypothetical protein
BOKMPFEI_01069	CDS	1482				hypothetical protein
BOKMPFEI_01070	CDS	534				hypothetical protein
BOKMPFEI_01071	CDS	810	yueD	1.1.1.320		Benzil reductase ((S)-benzoin forming)
BOKMPFEI_01072	CDS	486				hypothetical protein
BOKMPFEI_01073	CDS	2895	yueB		COG1511	ESX secretion system protein YueB
BOKMPFEI_01074	CDS	4476	eccC		COG1674	ESX secretion system protein EccC
BOKMPFEI_01075	CDS	1314	essB		COG4499	Type VII secretion system protein EssB
BOKMPFEI_01076	CDS	240	yukD		COG5417	ESX secretion system protein YukD
BOKMPFEI_01077	CDS	294	yukE		COG4842	Protein YukE
BOKMPFEI_01078	CDS	1230	putR_1			Proline-responsive transcriptional activator PutR
BOKMPFEI_01079	CDS	1137	ald	1.4.1.1	COG0686	Alanine dehydrogenase
BOKMPFEI_01080	CDS	597				hypothetical protein
BOKMPFEI_01081	CDS	777	spo0M		COG4326	Sporulation-control protein spo0M
BOKMPFEI_01082	CDS	1329				hypothetical protein
BOKMPFEI_01083	CDS	1491	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
BOKMPFEI_01084	CDS	477				hypothetical protein
BOKMPFEI_01085	CDS	645	yuiC		COG3584	putative protein YuiC
BOKMPFEI_01086	CDS	321				hypothetical protein
BOKMPFEI_01087	CDS	126				hypothetical protein
BOKMPFEI_01088	CDS	1212		1.6.99.-	COG1252	NADH dehydrogenase-like protein
BOKMPFEI_01089	CDS	999	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
BOKMPFEI_01090	CDS	207				hypothetical protein
BOKMPFEI_01091	CDS	768	mta		COG0789	HTH-type transcriptional activator mta
BOKMPFEI_01092	CDS	363	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
BOKMPFEI_01093	CDS	855	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
BOKMPFEI_01094	CDS	237				hypothetical protein
BOKMPFEI_01095	CDS	1068	ndh	1.6.99.3	COG1252	NADH dehydrogenase
BOKMPFEI_01096	CDS	231				hypothetical protein
BOKMPFEI_01097	CDS	330				hypothetical protein
BOKMPFEI_01098	CDS	237	nfuA			Fe/S biogenesis protein NfuA
BOKMPFEI_01099	CDS	1971	dpp5_1	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
BOKMPFEI_01100	CDS	933	thrB	2.7.1.39	COG0083	Homoserine kinase
BOKMPFEI_01101	CDS	1062	thrC_2	4.2.3.1	COG0498	Threonine synthase
BOKMPFEI_01102	CDS	1302	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
BOKMPFEI_01103	CDS	969	ghrB_1	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
BOKMPFEI_01104	CDS	1023				hypothetical protein
BOKMPFEI_01105	CDS	501	ypjQ_1		COG1267	putative protein YpjQ
BOKMPFEI_01106	CDS	771	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
BOKMPFEI_01107	CDS	435				hypothetical protein
BOKMPFEI_01108	CDS	276	yutD		COG4470	putative protein YutD
BOKMPFEI_01109	CDS	636				hypothetical protein
BOKMPFEI_01110	CDS	897	lipA	2.8.1.8	COG0320	Lipoyl synthase
BOKMPFEI_01111	CDS	981	lytH	3.4.-.-	COG0739	L-Ala--D-Glu endopeptidase
BOKMPFEI_01112	CDS	771	yunB			Sporulation protein YunB
BOKMPFEI_01113	CDS	306				hypothetical protein
BOKMPFEI_01114	CDS	1374				hypothetical protein
BOKMPFEI_01115	CDS	852				hypothetical protein
BOKMPFEI_01116	CDS	1242	pucR_2		COG2508	Purine catabolism regulatory protein
BOKMPFEI_01117	CDS	1158	oxdD	4.1.1.2	COG2140	Oxalate decarboxylase OxdD
BOKMPFEI_01118	CDS	1191	tetA_1			Tetracycline resistance protein, class C
BOKMPFEI_01119	CDS	1227	pucG	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
BOKMPFEI_01120	CDS	879	bsn	3.1.-.-	COG2356	Extracellular ribonuclease
BOKMPFEI_01121	CDS	744				hypothetical protein
BOKMPFEI_01122	CDS	1038	yfhA_1		COG0609	putative siderophore transport system permease protein YfhA
BOKMPFEI_01123	CDS	1017	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
BOKMPFEI_01124	CDS	954	yfiY_1		COG0614	putative siderophore-binding lipoprotein YfiY
BOKMPFEI_01125	CDS	168				hypothetical protein
BOKMPFEI_01126	CDS	222				hypothetical protein
BOKMPFEI_01127	CDS	801	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
BOKMPFEI_01128	CDS	429	psiE			Protein PsiE
BOKMPFEI_01129	CDS	1314				hypothetical protein
BOKMPFEI_01130	CDS	702	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
BOKMPFEI_01131	CDS	1206				hypothetical protein
BOKMPFEI_01132	CDS	933				hypothetical protein
BOKMPFEI_01133	CDS	645	azoR1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 1
BOKMPFEI_01134	CDS	1857	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
BOKMPFEI_01135	CDS	567	yfiR			putative HTH-type transcriptional regulator YfiR
BOKMPFEI_01136	CDS	1398				hypothetical protein
BOKMPFEI_01137	CDS	447	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
BOKMPFEI_01138	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
BOKMPFEI_01139	CDS	1314				hypothetical protein
BOKMPFEI_01140	CDS	786	sufC		COG0396	Vegetative protein 296
BOKMPFEI_01141	CDS	369				hypothetical protein
BOKMPFEI_01142	CDS	822	metQ		COG1464	Methionine-binding lipoprotein MetQ
BOKMPFEI_01143	CDS	669	metP		COG2011	Methionine import system permease protein MetP
BOKMPFEI_01144	CDS	1026	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
BOKMPFEI_01145	CDS	342				hypothetical protein
BOKMPFEI_01146	CDS	303				hypothetical protein
BOKMPFEI_01147	CDS	378	rnmV_1	3.1.26.8		Ribonuclease M5
BOKMPFEI_01148	CDS	237				hypothetical protein
BOKMPFEI_01149	CDS	384	gcvH		COG0509	Glycine cleavage system H protein
BOKMPFEI_01150	CDS	360	mgsR_1		COG1393	Regulatory protein MgsR
BOKMPFEI_01151	CDS	1782	fadE	1.3.99.-	COG1960	putative acyl-CoA dehydrogenase
BOKMPFEI_01152	CDS	1176	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
BOKMPFEI_01153	CDS	2388	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
BOKMPFEI_01154	CDS	138				hypothetical protein
BOKMPFEI_01155	CDS	249				hypothetical protein
BOKMPFEI_01156	CDS	348				hypothetical protein
BOKMPFEI_01157	CDS	252				hypothetical protein
BOKMPFEI_01158	CDS	831	yusV_1		COG1120	putative siderophore transport system ATP-binding protein YusV
BOKMPFEI_01159	CDS	450				hypothetical protein
BOKMPFEI_01160	CDS	843				hypothetical protein
BOKMPFEI_01161	CDS	1401	htrB	3.4.21.107	COG0265	Serine protease Do-like HtrB
BOKMPFEI_01162	CDS	678	cssR			Transcriptional regulatory protein CssR
BOKMPFEI_01163	CDS	1332	cssS	2.7.13.3		Sensor histidine kinase CssS
BOKMPFEI_01164	CDS	165	yuzO			putative protein YuzO
BOKMPFEI_01165	CDS	843				hypothetical protein
BOKMPFEI_01166	CDS	306				hypothetical protein
BOKMPFEI_01167	CDS	1395	fumC	4.2.1.2		Fumarate hydratase class II
BOKMPFEI_01168	CDS	168				hypothetical protein
BOKMPFEI_01169	CDS	1425	gerAA_1			Spore germination protein A1
BOKMPFEI_01170	CDS	1095	gerAB			Spore germination protein A2
BOKMPFEI_01171	CDS	1122	gerAC			Spore germination protein A3
BOKMPFEI_01172	CDS	369				hypothetical protein
BOKMPFEI_01173	CDS	636	liaR_2		COG2197	Transcriptional regulatory protein LiaR
BOKMPFEI_01174	CDS	1065	liaS	2.7.13.3	COG4585	Sensor histidine kinase LiaS
BOKMPFEI_01175	CDS	792	liaF		COG4758	Protein LiaF
BOKMPFEI_01176	CDS	870	liaG		COG3595	Protein LiaG
BOKMPFEI_01177	CDS	669	liaH		COG1842	Protein LiaH
BOKMPFEI_01178	CDS	393	liaI			Protein LiaI
BOKMPFEI_01179	CDS	570	yvqK	2.5.1.17	COG2096	Corrinoid adenosyltransferase
BOKMPFEI_01180	CDS	747	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BOKMPFEI_01181	CDS	1026	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
BOKMPFEI_01182	CDS	1344	dtnK	2.7.1.219	COG3395	D-threonate kinase
BOKMPFEI_01183	CDS	1782	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
BOKMPFEI_01184	CDS	1176				hypothetical protein
BOKMPFEI_01185	CDS	1407	sglT			Sodium/glucose cotransporter
BOKMPFEI_01186	CDS	1173	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
BOKMPFEI_01187	CDS	900	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
BOKMPFEI_01188	CDS	1287	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BOKMPFEI_01189	CDS	1059	hmuU		COG0609	Hemin transport system permease protein HmuU
BOKMPFEI_01190	CDS	951	btuF			Vitamin B12-binding protein
BOKMPFEI_01191	CDS	1416				hypothetical protein
BOKMPFEI_01192	CDS	1494	uxaA	4.2.1.7	COG2721	Altronate dehydratase
BOKMPFEI_01193	CDS	1458	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
BOKMPFEI_01194	CDS	1011	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
BOKMPFEI_01195	CDS	1428	uxaC_1	5.3.1.12	COG1904	Uronate isomerase
BOKMPFEI_01196	CDS	1755	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
